품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
,FS              ,2244,D_VIP, 켁켁거린다고 하여 내원 어제부터 갑자기 목에 뭐가 걸린 것처럼 켁켁거린다고 함 최근들어 식욕이 줄어들고 검은 변 봤다고 함 year 전부터 체중이 늘기 시작하였고 다음다뇨 보였다고 함 흥분 시 켁켁거리는 것이 더 심하다고 함 전반적인 검사 차 내원 alert 청진 이상없음 cbc hct plt chem glu 뇨검사 요당ketone ph뇨비중 money 단백뇨 초음파 좌측 부신에 mass 확인됨 hepatomegaly ddx 부신종양 dka 당뇨 쿠싱 금일 입원하여 수액맞으면서 혈당 모니터링 후 내일 호르몬 검사 진행하기로 함. ,부신종양,"35,21,10", 당뇨병 ,내분비 질환 ,"개구호흡,식욕부진, 식욕저하,다뇨/다발(다음)",개구호흡,300,3
Scottich Fold Cat(스코티쉬 폴더 고양이),MN              ,2095,F_센트럴,sono 방광내 슬러지 다량 방광벽 비후 요도 폐색은 없음 레이저치료 진행 소변양이 적고 항생제를 미리 사용하여 요검사는 진행 못함 퇴원하여 경과관찰 재진예정 ,,"1,42", 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"구토(급성/만성),혈변",구토(급성/만성),89,1
Pomeranian(포메라이안),F               ,2275,F_센트럴,cc 사경 안구진탕 바닥으로 던져짐.가슴높이에서. 병원도착까지 time 소요.바닥에 떵어진 뒤 숨을 잘 못쉼. 인근 병원에 일산 가서 응급처치받고 방사선 촬영뒤 안정취해야 하며 수시간이 고비라는 말듣고 귀가.귀가후 사경과 한쪽으로 몸을 뒤집기 증상보여 내원. 내원시.사경 안구진탕 유연 서맥 .plr 은 정상 방사선.폐반사도 증가 혈검.gpt got 상승 p 산소공급 알파k sc 추가검사 가능성 설명.흉부방사선 초음파 mri 등 보호자 time 내원 하기로 함. lactate ,,"40,0", 사고 (교통 사고 포함) ,전신성의 질환,"신경증상(이상행동),기타 증상",신경증상(이상행동),268,5
Poodles(푸들),F,2091,B_W,혈뇨 오늘아침부터. 어제밤부터 배뇨곤란을 보였음. 방광격설을 진료받은 적은 없었음. month 에 건강검진 할 때 건강했음. no ohe. 무혈이고 외부생식기만 부어 있는 정도로 발정을 함. 지금도 무혈이지만 외부생식기가 부어 있음. 어제 먹은 사료를 아침에 구토했음. 아침에 몸이 뜨거움. no diarrhea. 오는 아침에 묽은 변정도. 작년에 예방접종하고 올 봄에 광견병 접종. 매달 hw 예방 먹이고 있음. pe no murmur. bcs 외부생식기가 부어 있음. vulvar에서 농 관찰. 좌안에 경미한 화농성 눈꼽. 복압은 상승. 항문낭이 부종이 질도말 many rods few neutrophis. 유핵각화상피세포가 많음. 요검사 many wbcs many rbcs many rods. few struvite crystal. 초음파상에서 양측신장의 고에코성. crp의 상승으로 신우신염이 의심되는 상황. 입원치료. 자궁상태는 아직 정상. 질염이 있고 발정전기 이므로 주의가 필요함. ,,"8,901", 방광염 , 비뇨기과 질환 ,"혈뇨,배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",혈뇨,501,4
A.Cocker Spaniel(아메리카 코커),M               ,2031,D_VIP,발생 진료비 money 수납및 청구완료됨 cc 응급내원.객혈 어제 time 경 밤에 괜찮았음. 평상시와 동일함 아버님이 가끔식 발길로 차는경우는 종종있음 어제밤에 그런것이 있을수도 있음 보호자분은 강하게 의심하고 계심 오늘 아침부터 켁켁댔음 새벽에도 잘 모르겟음 족발의 살 부분만 어제 저녁에 긁어먹음 뼈는 안먹엇음 밥은 이것이 마지막 배변은 아까 나오면서 약간 묽은변 몇일전 미용했음 depression bt rr paning hr femoral fulse weak murmur 확인x no crackle latcate chemy nrf cbc hct wbc electro nrf rad 폐야 전반적인 침윤 vhs 호흡곤란 및 객혈관찰됨 tx furo time kg sc furo time kg iv cepha time kg iv famo time kg iv 보호자상담 dnr 폐출혈 폐수종 가능성 혈액검사상 큰 특이사항없으며 대증처치 진행 환자 안정화되면 심장검사 및 추가적인 검사 진행 매일매일 산소공급입원 및 흉부방사선 cbc 체크 진행하며 하루입원비 money ,,0, 폐수종 (원인 미정) , 호흡기 질환 ,기타 증상,기타 증상,543,10
토이푸들,MN              ,2274,G_부천이지,s. 몇시간 전 진돗개에게 물림 정종합에서 교상부위에서 바람 빠지는 소리 난다고 하여 응급처치만 하고 본원으로 보내주심 booster hw o. 우측 흉벽 교상 복부 및 우측 대퇴 내측 부위 교상에 의한 찰과상 다수 방사선 우측 피하기종 복강내 방광음영 보이지 않고 pelvic 부위까지 장음영 관찰됨 담낭 부위 hyperechoic 한 음영 초음파 pelvic bladder 담낭벽 한쪽면 두께증가 담낭내 sludge a. 교상 피하기종은 있으나 기흉은 없어 흉벽 근육까지 파열된 것으로는 생각되지 않음 입원하여 익일 방사선 재촬영하기로 함 문제 있을 시 수술할 수 있음 tx cefazolin time kg enrofloxacin time kg ,,34, 교상 (bite wound),전신성의 질환,교상,교상,363,2
Mixed(혼합),F,2275,B_W,용산 라온에서 온 상황. 오늘 아침에 구조된 유기묘의 상황 가볍게 생각하고 구조함 전신의 상태가 위험한 상황에 골절이 심하게 있는 상황 전체적인 견적 money 이상 보고 시작해야 하는 상황 전신의 상태가 나쁜상황에서 처치중에 사망할 수 있는 상황 설명 동의 구함 day 까지 전신처치하면서 상태 볼것. 내일 대략적인 소견서 보호자님 드리기로 함. 검사 상태 염증수치 상승 황달 진행 금식상태가 며칠 지난것으로 추정 저알부민 혈증 전해질 불균형 우측 뒷다리 괴사된 상태 다리 절단수술이 필요한 상황 좌우측 앞다리 상완골 원위부 골절상태 ,2075,, 사고 (교통 사고 포함) ,전신성의 질환,,,300,5
K.C(Korean Cat),FS              ,2091,G_부천이지,진료비 할증안내드림 month 전부터 식욕부진 배뇨 배변 여부 확인 잘안됨 보호자분 매일 확인하시는 편이 아님 심장사상충은 매달 하고 계시는 중 방사선검사 nrf 초음파 검사 방광내 슬러지 외 특이사항 없음 뇨검사 결과 참고 혈액검사 결과 참고 saa 외 특이사항 없음 방광염 ce. 무뇨상태되면 응급상황 발생할 수 있으니 배뇨량 꼭 체크 당뇨가 확인 되나 스트레스에 의한 당뇨인지 진성 당뇨인지는 차후에 다시 체크 해볼 필요 있음 내복약 처방후 리첵 상태악화시 입원 치료 필요 rx. 내복약 month ,,21, 방광염 , 비뇨기과 질환 ,"식욕부진, 식욕저하","식욕부진, 식욕저하",282,4
American Shorthair Cat(아메리칸 숏 헤어 고양이),MN,2133,C_잠실ON,cc 안구진탕 time 전에 안구진탕 발견 year 전에 고개가 한쪽으로 치우친 적이 있어요 검사는 안하고 스테로이드 복욕한 후 증상 개선 사료와 생식 병행 닭고기 위주 식욕 정상 변 정상 혈액검사 wbc 저하 혈소판 저하 고양이범백혈구감소증 키트 검사 음성 방사선 검사 mpss time 만티톨 iv 입원을 극히 꺼려하심 스트레스에 민감한 고양이 방사선 판독은 오전에 원장님께서 하실 것이라고 설명드림 mri 촬영과 추가 다른 검사가 진행될수 있다고 설명드림 오전 time 쯤에 전화드리기로 했습니다. 내원 바로 가능하다고 하십니다 mri 검사 필요시에 가능한 빨리 오전중에 하시길 원하십니다 헬릭스 time time 픽업 time 촬영예약 csf 함께 time 에 오셔서 진정하에 흉부 복부 복초 felv fiv kit 검사 진행 예정 상담 뇌척수액 검사 panel 어떤 것으로 할 것인지 neurologic panel 기본 or 추가 neurologic panel 검사 진행 먼저. 이후 추가 검사 필요하면 fiv felv elisa 추가하기로 헬릭스 간단소견 뇌실질 상 관찰되는 거시적인 병변은 없음 pcr 검사 나올 때까지 항경련제 뇌압강하 내복약 month 분처방 by 김수현 ,,41, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,,,609,6
Maltese(말티즈),MN,2181,B_W,금일 ivdd t hemilamilectomy수술 tx s pain control ketamine time kg lidocaine time kg maintenous fluid cefradine time kg tid cimetidine time kg tid tramadole time kg tid enrofloxacin time kg bid taurine time head sid methocarbamole time kg tid iv acethylcystein time kg bid vita b.c 각 ample head mpss time kg 이후 time kg 회 이후 time kg 회 회 day supply all day ,,4, 추간판 탈출증 ,근육 골격 질환 ,통증,통증,351,9
Turkishangora(터키쉬 앙고라),FS              ,2091,H, month 전부터 화장실을 자주가는데 소변을 잘 못 보는것 같다고함. 식욕 및 활력 정상 소화기 증상 없음 대변은 정상인 것 같음 혈뇨 확인되지 않음 소변 누기는 하는데 소량 자주 눔 완전한 폐색은 아닌 걸로 배뇨 관련 증상은 오늘 처음 키우신지는 year 전 부터 최근에 병원에 내원하신 적은 없으심 최근 스트레스 받을 만한 상황은 없었음 식이 및 환경의 변화는 없었음 백신은 미접종 내외부기생충 구충제 미적용 현재는 동거묘 없음 건사료 급이 중 닭고기 캔 츄르 음수량은 불충분 한 것으로 평가 복부 방사선 특이사항 없음 복부 초음파 방광염 의심 방광 주위 지방 고에코성 병변 확인 방광 파열 소변 검사 방광염 도말 검사 세균성 방광염 입원 후 수액 처치 항생제 처치 방광 파열 의심시 조영 검사 진행 예정 ,,, 방광염 , 비뇨기과 질환 ,,,398,4
토이푸들,M               ,2274,G_부천이지,교상 day 오후에 물려서 병원에 갔다 옴 당일에 다녀옴 어제도 오늘도 안먹음 사사미 소량먹고 구토 time 후에 구토 물 다량 섭취 물도 다 토해버림 혈액검사 저혈당 간수치 상승 혈압측정안됨 체온 도 교상 후 합병증 e 저혈당 고열 저혈압 등 패혈증 의심소견 있음 입원 중 합병증으로 사망가능성 있음 time 입원까지 money 에 해드리기로 함 ,2081,1, 교상 (bite wound),전신성의 질환,구토(급성/만성),구토(급성/만성),195,2
K.C(Korean Cat),M,2274,D_VIP,마당에서 밥주는 아이. 몇일전 옆구리 교상으로 의심되는 구멍 보시고 포획하여 데리고오심 옆구리부위에 심한 피부 피하층에 걸친 피부손상관찰됨 전체적으로 제거후 봉합 진행합니다. 내일 오후에 퇴원예정입니다. ,,0, 교상 (bite wound),전신성의 질환,기타 증상,기타 증상,114,2
Mixed(혼합),FS              ,2048,F_센트럴,cc 어제 멸치 변질 금일부터 설사 지사제 한약 일부 먹임 금일오전 no vomiting panting severe obj 혈액검사 전해질 불균형 백혈구 증가증 mild 방사선검사 탐기로 인한 위확장 cpl positive ddx 세균성 장염 췌장염 ,2082,2, 세균성 장염 , 소화기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),140,7
K.C(Korean Cat),M               ,2091,G_부천이지,어제 저녁부터 구토 헤어볼 보이고 혈뇨 보이고 생식기주변에서 혈흔이 보임. 배뇨 곤란. 식욕 없음. 음수도 하지 않음. 몸에서 냄새가 좀 나는듯함. 기력이 좀 떨어짐. radio 방광확장. us 방광내 고에코음영 sluge. 요도 sluge 침착. 신장 피질 에코상승. 요관확장. bun crea flutd tx tomcat catheter s fluid. ampicilline time kg tid famotidine time kg tid 신장수치. 복부 초음파 재검 예정. 오전관리사항 food 식사종류 양 금식 내일부터 d 급여시도 식욕상태 급식방법 urine feces etc 오후관리사항 food 식사종류 양 금식 내일부터 d 급여시도 식욕상태 급식방법 urine feces 요도카테터 etc 치료 및 상담내용 tx e ,2087,"21,1,8,901", 방광염 , 비뇨기과 질환 ,"식욕부진, 식욕저하,구토(급성/만성),혈뇨,배뇨장애(통증, 곤란), 빈뇨, 이소배뇨","식욕부진, 식욕저하",408,4
Mixed(혼합),FS              ,2133,F_센트럴, history 오늘 아침에 갑자기 고개가 돌아갔습니다. 외출하고 돌아와 보시니 평소 하지 않던 배뇨 배변 실수 보임 걷는 것이 휘청대고 이상함 objective nystagmus ataxia elevated heptatic and pancreatic enz. ab sono 권장 gb sludge diagnosis vestibule synd. 원발원인 감별 위해 mri 촬영 권장함 treatment 보호자분 요청에 따라 month 입원처치하여 안정하며 관리 항구토 항산화 간보호제 및 영양처치 mri 촬영 여부는 익일까지 결정하시기로 ,,"40,23", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"신경증상(이상행동),보행이상, 파행(전지, 후지)",신경증상(이상행동),301,6
Maltese(말티즈),F               ,2133,E_24시아이, month 전에 친척분한테 분양받아서 키우심 어제 갑자기 지역병원에서 몸무게 잴때 간호사가 만질때 순식간에 강직 이후 발장 경련증상으로 인천 서구 쪽 병원에서 검사 진행. 호전안되어서 본 병원에 내원함. 이후 식욕없고 구토 번 지속적으로 경련 유연증상보임 식욕 활기 백신 사상충 신체검사 의식상태 둔감 안구진탕 동공산대 보행 비틀비틀 mannitol time time cri diazepam timeiv mpss 반응 순차적으로 제어되는 약물 적용하는 방법으로 입원 idiopathic 원인불명의 뇌성질환 가능성 고지 당장 증상완화를 위해서 처치 후 mri 검사하시겠다고 month 주사처치 입원. 내복약으로도 연계되어서 제어되는것까지 확인필요해서 입원연장 추가 됨 고지 약물로 제어안될 경우 예후 불량 고지함 time 까지 입원 . ,2119,"16,33,40,31,1,21", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"발작,떠는 증상, 경련 또는 미진,신경증상(이상행동),유연,구토(급성/만성),식욕부진, 식욕저하",발작,412,6
Persian Cat(페르시안 고양이),MN              ,2095,E_24시아이, 첫날은 밥을 조금 먹더니 어제 오후에 구토를 했는데 물을 많이 먹고 사료랑 같이 토해냄 오늘 새벽에 구토한번 더 했음 어제 오후에 토한 이후로는 밥을 거의 안먹음. 오늘은 조금은 먹었음 아침약도 먹었음. 원내에서 구토 보임 식욕 활기 백신 사상충 pe depression pcv serum chem urinalysis 무정형 크리스탈 염증세포 소수 세균없음 flutd 요도 카테터 장작 month 입원 ,2095,"21,1", 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"식욕부진, 식욕저하,구토(급성/만성)","식욕부진, 식욕저하",226,1
Pomeranian(포메라이안),F,2091,B_W,혈뇨 붉은색 초록색변을 봄. 변 형태는 정상. month 전에 ohe 자궁축농증 때문에 했음. 알포 간식을 먹임. no vomiting. 초록변이 정상 또는 soft 상태를 바꾸어 관찰됨. 사료는 잘 먹음. 의뢰병원에서 혈액검사와 초음파 방사선 검사 후 약물투여를 해보았지만 이상이 없다고 함. 방광내 다수의 결정 struvite 관찰. 세균은 관찰되지 않지만 감염을 배제하기 위해서는 배양 의뢰. rx 항생제 처방. 사료 처방 d캔 또는 d multicare d 캔과 d 컵을 섞어서 하루 회 급여. 변색깔이 초록색으로 관찰되는 것은 사료 교체 후 관찰. 만성적인 장염이 있으므로 약처방. month 후 배양결과 확인. 사료 교체 후 변 상태 확인. 요검사 결정 개선유무 판단 month 후 간수치 재검. ,,8, 방광염 , 비뇨기과 질환 ,혈뇨,혈뇨,396,4
Shih Tzu(시추),F               ,2116,G_부천이지,유선종양 집에서 미용 하셨음. 열감과 함께 유선종양 크기 커지고 month 전부터 식욕부진. 음수조금씩은 가능함. ,2231,"21,221", 유선 종양 / 유방 종괴 , 생식기 질환 ,"식욕부진, 식욕저하,종괴, 혹, 낭종","식욕부진, 식욕저하",64,8
Persian Cat(페르시안 고양이),MN              ,2095,G_부천이지, c.c 배뇨곤란 hpi 큐피트 ah 에서 flutd 의심되어 본원 refer 무뇨 하루 정도 됨 금일 구토 회 정상변 o. 방사선 방광팽만 초음파 방광내 많은 sludge 요도 확장 신우확장 췌장주위 음영 상승 혈압 혈액검사 미약한 전해질 불균형 cpk 상승 fpl kit neg. 뇨검사 단백뇨 뇨침사 퇴행성백혈구 및 적혈구 세균은 명확하지 않아 배양검사 예정 a. flutd tx. 요도 폐색부위 개통 fluid fold antibiotics antiacids analgesics ,,901, 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",272,1
Mixed(혼합),MN              ,2244,G_부천이지,지역 병원에서 관리 받고 있음 갑상선 약은 지속적으로 먹이고 있다고 함 피부약 먹고 난후 이전보다 더 심하게 다음 다뇨 증상 나타남 어제부터 식욕 없음 간식도 안 먹으려고 함 흉부 복부방사선 검사 심장 및 폐에서는 특이소견 없음. 외측상에서 간의 caudal margin이 둥글게 나타나 간비대 관찰. 그 외 복강내 특이소견 없음. 복부초음파 검사 간 실질 전반적인 에코는 균질하게 증가. 이는 steroid hepatopathy 또는 당뇨와 관련있을 수 있음. 양쪽 부신은 time 두께 정도로 정상범위 upper margin. 췌장 실질은 불균질한 저에코로 나타나며 몸통쪽 두께가 cm 이상으로 많이 두꺼워져있음. 주변 복막염은 특이적이지 않음. 내복약 처방 씬지로이드 money mg kg bid dx 케톤성 당뇨 췌장염 처치 하트만 수액 처치 타우린 오르니푸랄 insulin im tid 엔로 time kg sid 파모티딘 time kg bid 내복약 투약 오후관리사항 food 식사종류 양 개인 d 캔 식욕상태 좋음 급식방법 자율 밥그릇 들어줘여함 urine feces etc 수액 유지속도로 변경 tx ,"2248, 2082","21,2401", 당뇨병 ,내분비 질환 ,"식욕부진, 식욕저하,농피증","식욕부진, 식욕저하",567,3
Maltese(말티즈),FS              ,2133,H,어제 왔다가심 몸을 바들바들 떤다고 함 구토 설사는 없다고 하심 평소에 활발 했었음 먹는 것은 잘 먹음 먹고 나서 힘이 없어지면서 통증 반응이 확인 됨 움직이지도 않고 가만히 있고 짖지도 않음 이후 회복되기는 함 동공 산대 의심 잘 떄랑 저녁에는 잘 움직임 식이는 보호자분께서 만드셔서 급이 황태 당근 데쳐서 계란 노른자 닭가슴살 어제 밤에 고기 먹고나서는 특이사항 없었음 소화기 증상 없음 아침에도 밥은 먹었음 사과는 먹음 보행은 정상 촉진 시 통증 반응 없었으나 배 부위 만졌을 때 조금 아파함 panting 청진 상 심잡음 crt dehydration bcs bp 왼쪽 귀 외이염 의심 슬개골 탈구 확인 혈액검사 cbc nrf chemistry chol 상승 식후 검사 진행 alp 상승 crp 정상 bga nrf 흉부 및 복부 방사선 hepatomegaly 식이에 의한 반응인지를 평가하기 위해서 식이 변경 이후 동일 증상 나타나는지 확인 필요 동일 및 유사 증상 확인 시 초음파 및 추가 검사 필요 안내 보호자분 동의하에 병리학적 검사를 실시하기로 함. 저녁 먹고나서는 특이사항 없었다고 하심 좀 더 지켜보고 평가하기로 함 목 밑쪽을 만지니 조금 아파하는 것 같다고 하심 ,,, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,,,605,6
Golden Retriever(골든 리트리버),MN              ,2133,G_부천이지,리셉션 신규 어덜트 환자상태 내원목적 수의사선생님과 상담 하신다고 함 식욕상태 활력상태 배변배뇨 산책횟수 분 회 주 환자 평소 성격 마이크로칩 유무 예방의학 예방접종 종 코 켄 광 인 심장사상충예방 과거병력 혈액검사 스켈링 수술 기왕력 현재관리상태 급여사료 종류 간식 보조제 복용중인 내복약 기타 보호자 요구사항 외이염 반복하던 아이 여름부터 괜찮다가 최근 month 정도 외이염 매우 심한 상황. 가정에서 기본 관리 해봤는데 잘 안되서 내원. 이도 농성 삼출물 사지 강직성 발작. 오전시간에 주로 일어나고 어제 마지막 발작. month 새벽 일주일만에 발작 재발. 어릴때 일년에 한두번 가량 안구진탕 보이긴했음. 회당 time 정도씩 하고나서 잠깐 동안 이상행동 보임. 보행시 s자 형태. 상복부 복측 피부 피하 mass 추가 접종. month 매년 완료. 심장사상충 예방 가정에서 잘 이루어짐. 식욕 양호함. 구토 배변 양호. 여름 췌장염으로 입원. 혈변. 여름에 컨디션 좀 떨어짐. 귀는 바깥쪽이심한 편. 현재는 농성 분비물. 흉부 복부방사선 검사 심장 및 폐 특이소견 없음. 간 크기 정상적으로 관찰. 양측 괄골구 얕아지고 관절면 경화 의심. 관골구 cranial rim 골증식 확인. 대퇴골두 변성 관찰. hip dysplasia djd 의심. 복부초음파 검사 초음파상 간 비장 신장 위장관 특이소견 없음. allergenic otitis mala susp. hip dysplasia 발작 관련한 내과적 검사에서 특이소견 확인되지 않음. mri 지시됨. pds sc cepha miso pds itra bid days. 진료기록 송부. mri 촬영 지시. 보호자분은 month 내 대학병원 진료 예정. ,,16, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,발작,발작,846,6
Maltese(말티즈),MN              ,2133,G_부천이지,s 어제부터 우측 후지파행 새벽에 위액 구토 회. pe 양측 슬개골탈구 p 보호자분 출근 관계로 검사후 어머님 전화로 연락 예정. tel mental status behavior depression posture wide based stand gait paralysis postural reaction proprioception re. hopping re. whleebarrowing re. hemi walking re. extensor postural thrust re. placing re. visual tactile pain reflecxes perineal reflex s superficial pain deep pain spinal palpation. 마취전 검사 혈액 검사 nrf 방사선 검사 nrf 초음파 검사 우측 신장 신우 확장 담낭내 sludge 방광내 sludge 처치 수액 처치 mpss time kg 파모티딘 time kg ct 촬영 흉 요추 촬영 마취 프로포폴 cc 소견 흉추 번째 흉추 요추 번째 intervertebral disc space 위치에서 배쪽 방향으로 돌출된 디스크 탈출 물질 관찰되며 특히 흉추 요추 번째 위치에서 약 이상으로 압박이 약간 더 심하게 나타남. 상담 ct 촬영 결과는 내일 말씀드릴 예정 현재 올비스코어 내과적인 치료와 외과적인 치료 설명 드림 보호자분 비용 문제로 내과적인 치료 가능성 있음 오늘은 집에서 잠시 지켜보신다고 함 퇴원시 free로 mpss 주사 회 구토나 위염 가능성 있음 ,,"23,1", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"보행이상, 파행(전지, 후지),구토(급성/만성)","보행이상, 파행(전지, 후지)",754,6
Yorkshire Terrier(요크셔 테리어),MN              ,2048,G_부천이지,s 어제부터 설사 및 구토 증상 분변검사 상 유해균 확인 정상세균총 사멸 혈액검사 상 간수치 상승 및 crp 상승 세균성 장염 tx ampicillin time kg bid iv metronidazole time kg bid iv famotidine time kg bid iv 증상완화시 퇴원 오후관리사항 food 식사종류 양 금식 식욕상태 급식방법 urine feces etc tx ,2081,"1,2", 세균성 장염 , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),215,7
Mixed(혼합),M               ,2133,E_24시아이, 구토 설사로 내원 month 전부터 물먹어도 토함 집에서 대소변은 자발적으로 봄 보행은 아직 안좋은 상태 mpss 처치 후 반응은 조금 있다고 생각하심 심한 탈수와 간수치 상승 방사선 검사상 중등도의 장염 의심 ce 보호자분이 비용적인 문제로 구토 설사 처치만 원하심 디스크 관리하지 못하는 것에 대하여 한계점 충분히 설명 드림 입원해서 증상처치하면서 상황 알려드리기로 함 현재 먹는 투약은 종료하기로 함 ,,1, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,구토(급성/만성),구토(급성/만성),228,6
Shih Tzu(시추),FS,2116,C_잠실ON, 금일 mgt상담 과 술전검사 실시 . 혈액검사 및 방사선 검사상 이상소견 발견되지 않음 . 초음파 비장내 혈종 or mass 확인 내일 오전중 오셔서 중성화 수술 및 유선종양 수술 우측 전적출 실시예정 추가발생 탈장수술 필요시 실시 수술시 비장내 mass 육안 확인 실시 하기로 함 ,,, 유선 종양 / 유방 종괴 , 생식기 질환 ,,,159,8
Mixed(혼합),M               ,2275,G_부천이지,s 교통사고. 좌측 안구돌출. 우측 전지 찰과상. 두부 부종. 흉부 아래쪽은 외상없고 내원시 보행 양호. 두부 흉부 방사선 blood test tx fluid ns 타우린 펜톡시 vitb ampicillin time kg iv tramadol time kg iv furosemide time kg iv pds time kg sc 오전에 바로 못오셔서 전화로 상담후 추가검사 진행. 안구적출 가능성 안내함. 검사후 전화주시면 오셔서 보신답니다. 야간dvm 전갑규 오전관리사항 food 식사종류 양 일단 금식 식욕상태 급식방법 urine feces etc 오후관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc 치료 및 상담내용 tx e 외과적 처치 재차 권유드렸으나 보호자 그냥 집에서 지켜본다고 함 보호자 퇴원원함 ,,"222,67", 사고 (교통 사고 포함) ,전신성의 질환,"부종, 홍반,간수치상승","부종, 홍반",414,5
몬그레이,MN              ,2244,E_24시아이, v 식욕 활기 백신 사상충 금일 혈당 수치 bun 지난 month 보다 수치 상승. 인슐린 은 금일 동일 용량 투여 신장 보조제로 유지키로 다음달에 심장초음파 신장 관리 혈검 혈당 수치 봐서 인슐린 조절 . time time time은time 인슐린 time 증류수 time ml 나감 time time time l에 time 원래 보다 많은 용량 드림 기릿바시 회 투여량은 timesc. 아침 저녁 세파졸린 공병 time투약병에 time씩 두병 time나감 한병당 인슐린 time 증류수 time씩 두병나감 ,2244,0, 당뇨병 ,내분비 질환 ,기타 증상,기타 증상,286,3
Yorkshire Terrier(요크셔 테리어),MN              ,2244,H,cc. 구토 설사 history 최근에 잘 먹는 간식을 많이 먹긴 했음 당뇨 관리 중 year 되었음 췌장염 가능성 들었음 year 전에도 급성 위장염 이었음 오늘까지 month 동안 아무 것도 먹지 않아 인슐린 주사 하지 않음 평소에 인슐린 원액 칸 주사 놓고 있음 스스로 물은 마시고 있으나 이 후 갈색 토사물 다량 회 관찰됨 백내장으로 인한 시력 상실 체중 kg 최근 체중이 많이 빠짐 pe bw kg bg high bp cuff rf.fl mm dry pink crt sec 이상 dehydration bcs 양안 백내장 결막 충혈 mental depressed no murmur no crackle sound blood analysis ,,1, 당뇨병 ,내분비 질환 ,구토(급성/만성),구토(급성/만성),361,3
K.C(Korean Cat),MN,2095,C_잠실ON, time 전에 병원에서 fic 치료. 전일 백신 접종. 퇴원 당시 따로 내복약이 나가지는 않음. urinary o d multi care 처방. california natural. ,,9, 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,배뇨실금,배뇨실금,102,1
Siberian Husky(시베리안 허스키),MN              ,2275,G_부천이지, 층 높이에서 떨어졌다고함 방사선 검사 상 기흉 소견 골절소견은 없음 좌측 후지 입주변 상처 있음 좌측 후지 파행 증상 있음 e 폐출혈 기흉 진행 시 호흡곤란으로 인한 문제 발생 가능성 있음 뇌출혈 손상으로 인한 신경증상 발생 가능성 척수손상으로 인한 마비발생 가능성 응급상황 발생 가능성 설명 심폐소생술 실시 원하심 ,"2081, 2039","23,15", 사고 (교통 사고 포함) ,전신성의 질환,"보행이상, 파행(전지, 후지),출혈","보행이상, 파행(전지, 후지)",178,5
Mixed(혼합),MN,2126,B_W,계속떨고 기력이 없음 동생분네 집에서 month 동안 있었고 오늘 오후에 옴 오후들어서 기운이 없고 몸이 늘어짐 간식을 먹기는 함 구토 설사등은 없었음 오후 time 에 인슐린 적용하셨고 오후 time 경 혈당 정도 나옴 보호자님 혈당계 측정시 체온 도 혈액검사상 mild 한 간수치 상승외에 특이소견없음 방사선 초음파 검사 권해드렸으나 다음에 하기로 하심 피부탄력도 저하 등의 탈수증상이 있으므로 물 충분히 먹여주시면서 경과보기로 함 ,2244,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,244,0
Maltese(말티즈),M               ,2091,E_24시아이, 요근래 갑자기 몸무게가 빠짐 상당히 악액질 평소 입이 짧은 강아지. 지난주 구토증상때문에 지역병원에서 처치 받았음 사료도 바꾸었다고함 심장이 커졌다고만 애기들었지 전반적인 검사 없이 내복약 및 주사처치만 연계했음 이후로도 구토 설사 간헐적으로 반복하고 개선안되어서 내원함 당일 구토이후에 몸을 많이 떤다고함 설사증상도 반복적으로 나타남 밥도 오늘 조금 먹긴 먹음. 식욕 활기 백신 사상충 rad 요도결석 확인 복수소견의심 복부초음파 ple 의심 심장 종합검진 심초음파검사 연계 p ,2098,"901,11", 방광염 , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨,복부확대(팽만)","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",270,4
