품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Welsh Corgis(웰쉬 코기),F,2091,B_W, cc 혈뇨 및 빈뇨 hpi 이전 방광 관련 진단 받은 적 없음. month time 전까지 배뇨 곤란 혈뇨 없었음. month 동안 빈뇨 및 피섞인 혈뇨. 병원에서도 회 정상뇨에 핏방울 섞인 양상 pe 활력 양호 tpr 정상 방사선 및 혈액검사상 추가 정밀검사 가능성 안내드림 오후 time ,,"8,901", 방광염 , 비뇨기과 질환 ,"혈뇨,배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",혈뇨,164,11
Maltese(말티즈),FS,2258,C_잠실ON, 오늘 바퀴벌레 약을 먹고 구토함 입원처치 및 혈액검사 말씀드렸으나 스트레스를 많이 받을것 같아서 집에서 흡착제 먹이신다 하심 약 활성탄 암포젤 파모티딘 이상소견 보이면 바로 내원 말씀드림 이상소견 보여서 내원하심. 구토 설사 반복하며 설사는 투명한 젤양. 혈액검사상 간수치의 상승 저칼륨혈증 cbc상 특이사항은 없음. s수액 처치 ,,25, 쥐약 / 제초제 등에 의한 중독 ,전신성의 질환,이물,이물,186,8
Shih Tzu(시추),MN              ,2085,G_부천이지,성견 건강검진 혈청검사 혈구검사 안구검사 우측결막염 방사선검사 기관지허탈 혈압검사 복부초음파검사 간 우측엽 nodule 차후 ct검사예정 심장초음파 제외 ,2021,0, 상기에 해당하지 않는 간 / 담도계 질환 , 간 · 담도계 및 췌장 질환,기타 증상,기타 증상,86,1
,M,2046,D_VIP, cc 방부제 섭취 의심 time 외출. 그 사이 방부제 섭취 의심 마리 같이 있었음. 정확하게 누가 섭취했는지 확인 불가함 믿음이는 평상 시에 얌전한 편 동거견 양갱이가 먹었을 가능성이 높음 구토. 형태 있는 묽은 변과 완전히 풀어진 설사 섞여서 확인되었으나 양갱이 가능성 높음. 확실하지 않음 신경증상 보이지 않음 내원 전 큰 특이사항 보이지 않음 mental alert no dehydration hr rr nrf temp mmc pink crt blood exam nrf 정확한 섭취 시간 확인 불가하여 구토 유발 처치 진행하지 않음. 대신 혈액검사 진행 안내드림 항문 주변 깨끗함 전반적으로 컨디션 양호. 혈액검사 결과 큰 특이사항 없음. 그러나 방부제 섭취 후 얼마되지 않았음. 귀가 후 추가 구토.설사 호흡 신경증상 떨림 과 같은 증상 모니터링 필요함. 특이사항 보일 경우 병원 내원하여 재진 필요성 안내드림 ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,460,8
Mixed(혼합),F               ,2126,D_VIP, money 결재완료 환 cc 부분경련 month 전부터 활력저하 몇일전부터 밥 잘 안먹었음 month 전부터 밥을 잘 안먹었음 배변 배뇨 양호 d none 미용 후 time time 후에 몸이 떨고 증상 보임 침도 많이 흘림 고개를 자꾸 들고 안내림 다리가 엉키면서 쓰러졌음 의식은 있었음 발이 꼬이듯이 증상 보임 비틀비틀 서있지 못하는게 time 이후 time 동안 다리만 뻣뻣해지는 증상 보였음 접종 all done 이물 가능성 전혀 없음 depressed p no murmur no crackle plr menance 신경반사 nrf hypersalivation lactate 순환부전 가능성 rad 소간증 위확장 severe 장내 분변 충만 ammonia p 부분발작 발작의 원인으로 뇌외성 뇌내성 특발성 원인 안내드림 검사결과 코코의 원인으로는 위확장에 의한 혈액순환부전 전해질불균형 소간증에 의한 신경증상일 가능성에 대해 안내 입원하 집중치료 수액처치 약물치료를 통해 순환부전의 개선 및 전해질불균형에 대한 치료 진행하며 입원하 발작모니터링 진행 추가적 검사로는 초음파 및 ct mri 촬영 진행해 볼 수 있으나 일단 뇌외성 원인으로 초음파 및 ct 촬영이 우선되어야 하겠음. 일단 뇌외성 원인의 해결 후 지속적 신경증상 모니터링이 필요할 것이며 그 후 mri의 촬영 등 추가적 검사 점차 진행해 볼 수 있겠음 하루 입원비 및 검사 추가비용 등 안내 필요합니다. ,,"33,28", 경련 발작 (원인 미정) , 신경 질환 ,"떠는 증상, 경련 또는 미진,기력저하","떠는 증상, 경련 또는 미진",714,2
Mixed(혼합),MN,2242,D_VIP,s 아침 time 쯤 밥먹음 dr. 조서현 sx castration routine castration 완료. 술부 소독 익일 후 처치 ,신장 림프종,"28,21", 상기에 해당하지 림프 조직 / 구조 피 조직의 종양 ,혈액 및 조혈기의 질환 ,"기력저하,식욕부진, 식욕저하",기력저하,75,0
Maltese(말티즈),MN              ,2254,F_센트럴, time 전에 양파 반개 먹음 구토유발 tranex 하여 구토함 흡착제 투여 입원하여 수액처치 보호자가 익일 오후 time 경 퇴원원함 pe bar pink mm crt 양측 mpl grade bw bil 뇨스틱검사 nrf 원내에서 혈변 어포균 염증세포 슬개골탈구 수술 필요 ,x,25, 양파 중독 / 파 중독 ,전신성의 질환,이물,이물,155,8
Maltese(말티즈),MN              ,2133,F_센트럴,cc 경련 사지경련 강직.내원 time 전. time 지속 내원시.잇몸 창백 서맥 흉부방사선.양호 혈검.k 수치 낮음 간수치 높음 p time 전화드리기로 함. 퇴원전 간수치 측정.검사비 선납 간수치 상승 부분에 대해 초음파 간기능 검사 필요하며 호르몬 검사등이 필요 하다고 설명드림 강직 증상이 두부 이외의 원인은 없어보이고 증상 악화시 두부 mri 검사 필요 하다고 설명함 ,,"29,33", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"부전마비, 완전마비,떠는 증상, 경련 또는 미진","부전마비, 완전마비",211,5
Maltese(말티즈),FS              ,2119,G_부천이지, 주간에 짧게 time 경련. 오늘 경련 처음 보임. 저녁에 경련이 길게 지속되어 시흥이지에 내원후 본원 추천받음. year 전 기관협착 진단후 투약중. 이외에는 아침까지 식욕 활력 양호했음. 후지는 힘이 없어 잘 못걸음. 내원시 tonic clonic seizure tx supply 페노 time kg iv 디아제팜 time kg iv fluid ns 타우린 타치온 펜톡시 입원중 응,,16,,,발작,발작,216,3
Maltese(말티즈),MN              ,2272,F_센트럴,dx 바우미우 refer 뜨거운 물에 빠짐 전신화상 time 경과 pex 전신 도 화상 혈액검사 간수치 경미한 상승 dx 전신 이상 도화상 tx butorphanol amp ce 화상정도가 심하여 패혈증 가능성이 높음 사망 가능성 고지 propofol time ,,0, 화상 ,전신성의 질환,기타 증상,기타 증상,146,1
K.C(Korean Cat),MN              ,2095,G_부천이지, c.c 배뇨곤란 hpi flutd 신부전 지방간 의심되어 부평종합 refer 지난주 day 에 보호자분들 집을 비워 month 간 다른 집에 가 있었음 month month 에 집으로 다시 데려오심 다른 집에 간 이후로 배뇨곤란 식욕결핍 집에 데려오신 이후에도 구토 식욕 결핍 배뇨곤란 phi 올해 초 방광염으로 부평종합ah에서 치료 받은 병력 있음 현재 방광염 사료 먹고 있음 평상시 kg 이상 기초접종 all done 추가접종 none indoor o. 혈압 심박수 방사선 방광 심한 팽만 소간증 초음파 신장 피질 음영 상승 방광내 결석 간 음영 감소 담관확장 췌장 주위 장간막 음영 상승 후복막강 장간막 음영 상승 복수 혈액검사 hyperkalemia metabolic acidosis severe azotemia hyperbilirubinemia hyperammonemia delayed aptt fpl kit pos. a. flutd acute renal disease post renal 췌장염 심한 간손상은 의심되지 않으나 aptt 지연 및 소간증 소견 있어 간부분 지속적인 모니터링 필요 tx. 요도개통술 calcium gluconate cc kg iv for time glucose kg iv sodium bicarbonate iv for time s fluids 탈수 기준 time 교정 후fold로 time 교정 이후 뇨량 체크하며fold ampicillin enro famotidine tramadol pm 수축기혈압으로 감소하여 dobutamine time cg kg min cri ce. 현재 상황에서 사망 가능성 높진 않으나 췌장염 및 복막염의 진행으로 인해 상태 악화되면서 사망할 가능성 배재못함 급성신장손상이 만성신부전으로 진행될 가능성 오후관리사항 food urine feces etc tx ampicillin time kg iv vit.k time kg sc enrofloxacin time kg sc famotidine time kg iv tramadol time kg iv dobutamine cri ,"2087, 2082","901,1,21", 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨,구토(급성/만성),식욕부진, 식욕저하","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",1030,4
Maltese(말티즈),MN              ,2233,G_부천이지,s. 하악림프절 종대로 비 ah 에서 ct 촬영 후 수술하라고 들으심 좌측 림프절 종대 생기고 우측도 약간 커졌음 처음 잡힌지는 몇달 되었음 약 처방 받았었고 투약 후 줄어들었었음 줄었다가 다시 커져서 재투약 했는데 더이상 약물에 반응 없음 특별한 병력 없음 추가접종 hw 봄부터 가을까지만 o. 혈압 혈액검사 alp nh 증가 흉 복부방사선 검사 thorax 심장 및 폐에서 특이소견 없음. abdomen 외측상에서 위 후방 복배상에서 좌측 상복부에 약 cm 직경의 연부조직밀도 종괴 관찰. 위치상 비장 유래로 생각됨. 복배상에서 우측 상복부내 점상 형태 calcification 관찰되며 담낭 또는 담관내 담석 가능성 있음. 방광 요도내 calcification 관찰. 복부초음파 검사 us finding 간 간 실질 전반적으로 에코 증가. 담낭 벽내 calcification 관찰되며 우측 간엽내 작은 골밀도 물질은 hepatic duct내 담석 가능성 있음. cystic duct는 확장되어 보이나 총담관 확장은 관찰되지 않음. 간의 우측엽내 xcm 크기의 저에코성 결절 관찰. 비장 비장 전반적으로 작은 저에코성 결절이 다수 관찰되며 몸통 위치에서 cm 이상 직경의 종괴 관찰. 매우 불균질한 실질로 나타남. 비장림프절 크기 약 cm로 비대되었으며 에코 낮아지고 주변 지방 에코 증가되어 반응성 또는 전이성 림프절 가능성 있음. 신장 피질내 점상 형태의 calcification 관찰. 부신 좌측은 정상 크기. 우측은 cm로 크기 증가되었으나 형태는 정상적. 방광 방광벽 점막면 울퉁불퉁하여 방광염 가능성 있음. 전립선요도내 crystal 또는 결석 음영 관찰. 위장관 특이소견 없음. conclusion 비장 종양과 주변 림프절 변화 있음. 쿠싱 가능성 있으며 간은 steroid hepatopathy가 가장 의심되나 전이성 배제 못함. ct 검사 촬영부위 흉부 복부 조영제 time time gi kg post s time 소견 abdomen 종괴는 비장 몸통에 위치하며 크기 약 xcm lxw 로 측정. 비장 림프절 간 림프절 및 대동맥 주변 림프절들 비대 관찰. 간 실질내 동맥기에만 조영증강 뚜렷한 결절들 관찰되며 이는 ct 검사상 양성결절 가능성 높음. thorax 폐 실질내 전이소견 없음. cranial mediastinal ln sternal ln 비대 관찰. a. 비장 종양 간수치 증가 및 간음영 상승은 steroid 가 원인일 가능성 및 쿠싱 가능성 간 내 nodule 수술명 비장적출술 술전검사 결과 특이사항 상위 기술 수술전 처치 항생제 세파 진통제 트라마돌 fluid ns 마취종류 호흡마취 isoflurane 기타 spleen ln 함께 절제하여 조직검사 예정 ,"2085, 2091",221, 비장의 이상 ,혈액 및 조혈기의 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",1343,9
Poodles(푸들),M,normal,D_VIP,cc 사람 감기약 섭취 사람 감기 알레르기 비염 약 복용 언제 먹은 지 정확하게 모르나 대략 time 정도 경과된 것 같아 보임 이 후 이상증상 없었지만 불안해서 내원하심 t 혈액검사 특이사항 없음 혈액검사 상 특이사항 없었으나 정확히 섭취한 시간을 알 수 없어 약물이 흡수되긴 전일 수 있음. 흡수되면서 일어날 수 있는 여러가지 증상에 대한 모니터링 필요. 신경증상 빈맥 서맥 과호흡 과흥분 구토 설사. 귀가하셔서 모니터링 하실 지 고민하셨지만 입원 모니터링하시기러 하심. 하루 정도 입원 후 주간에 주치의 선생님 판단하에 퇴원여부 결정. 금일 pm time 정도라고 말씀드림 주간 모니터링 by 정가영 mental bar ascultation normal hr temp 배뇨 회 확인 배변 전반적으로 상태 양호하며 아이 특이사항 없음 체온 및 심박수 안정적으로 유지되며 소화기 증상 보이지 않음 보호자분 개인적인 사정으로 오후 퇴원 불가능하여 오전 time 반 퇴원 진행 혹시라도 아이 흥분 호흡 불안정 소화기 증상 보일 경우 병원으로 문의 안내드림 ,,25,,,이물,이물,534,8
K.C(Korean Cat),MN,,B_W,hx 어제 저녁부터 화장실을 들락거리며 배뇨 자세 취했으나 배뇨하지 못함 잠을 자다가 오늘 새벽부터 다시 화장실을 들락거림 오늘 오전 time time 경 물을 먹고 나서 소량 배뇨 활력 호흡 식욕 음수 배변 상태 양호 예방 접종은 어릴 때 기초 접종 이후 보강 접종 미실시 심장사상충 예방약은 최근 몇 년간 투여하지 않음 pe qar hr bpm rr time pm bt sbp time hg crt sec normal skin turgor bloodwork cbc mild polycythemia hct chemistry increased bun amyl glu and tg electrolytes mild hypernatremia blood gas ph pco chco etc. saa reference range x ray vhs mildly radiopaque materials in the urinary bladder kidney length right left o abdominal ultrasonography mobile echogenic materials in the urinary bladder wall thickening of the urinary bladder no remarkable findings on the spleen liver gall bladder kidneys adrenal glands and pancreas urinalysis color yellow sg money dipstick ph blood protein negative glucose etc. sediment struvite crystals erythrocytes suspected cocci bacterial culture pending idexx dx cystitis feline idiopathic cystitis or bacterial cystitis 입원 후 요도 카테터 장착 수액 요법 항생제 등 약물 투여하며 경과 관찰 tx urethral catheterization cefazolin time kg tid iv slowly cimetidine time kg tid iv slowly cystaid pluscapsule cat bid po fluid therapy with s kcl time eq taurine vitamin fr time kg hr time kg hr ,2095,901,,,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",1167,4
Miniature Schnauzer(미니어쳐 슈나우져),MN              ,2225,G_부천이지,인천 스카이 동물병원에서 악하 림프절 종대로 진료 받음 세포검사에서 cell이 보인다고 하셔서 ct 촬영 권유 받았다고 함 초기 내원시 건강상태 양호 단지 좌측 악하림프절 부위가 부종이 있어서 내원 pe 좌측 악하 림프절 부위 종대 치석 치주염 or 잇몸염 치주 노출 검사 방사선 검사 nrf 초음파 검사 nrf 혈액 검사 mod. anemia 피하 mass 미성숙 림프구 염증 세포 ct 촬영 스켈링 마취 프로포폴 cc 수액 처치 발치 개 처치 암피실린 time kg 트라마돌 time kg 내복약 처방 상담 month 일후 내원 권유 세포 검사 결과와 ct 검사 결과 상담 예정 동거견 건강 검진 스켈링 예정 ,,222, 흑색 세포종 · 흑색 종 ,피부 질환 ,"부종, 홍반","부종, 홍반",343,6
Yorkshire Terrier(요크셔 테리어),MN              ,normal,E_24시아이, time 밤에 포도껍질 및 포도씨 다량 섭식 식욕 나쁨 활기 나쁨 구토 없음 설사 없음 사고직후 이지동물병원에서 검사 및 치료. time 오후 time 경 본 병원에 내원. pm 보호자 통화. 상태 물어보심. 소변 잘 못보는상황. 기력없고 떠는증상 말씀드림 혈액검사 수치가 중요하다 말씀드림 은과장 ,-,"25,28",,,"이물,기력저하",이물,168,8
Persian Cat(페르시안 고양이),FS              ,2092,F_센트럴,cc year 전에 혈뇨를 보기 시작하여 타원에서 진료 방사선검사만실시 간헐적으로 반복됨 사나워서 약을 잘 못먹임 최근 month 전부터 지속 혈뇨 금일 혈뇨 심해짐. 식욕 정상 배변상태는 동거묘가 있어 정확치 않음 동거묘 방팡 year 전 입양.방팡이는 친화력이 있으나 꾸리가 피함 화장실 개 사용 사료 그릇 플라스틱 은 개 이나 같은 곳에 두고 있음 물그릇 한개 사용 플라스틱 캣타워 한개 사용 중. diet 네츄럴 코어 고양이 참치캔 obj 방사선검사 nrf 초음파검사 방광 sludge 혈액검사 탈수소견 혈액도말 혈소판 정상 요검사는 요가 없어 실시 못함 tx 부토판 vit c 마보실 iv 컨베니아 sc 보호자 꾸리가 사나워 약먹이기 어려움 txp 레이저 치료와 컨베니아로 병행하기로 ,,8, 방광 결석 , 비뇨기과 질환 ,혈뇨,혈뇨,388,11
Chihuahua(치와와),FS,2121,D_VIP, 일부금액 선결제 입금으로 진행하시기로 하셨으나 입금확인된 금액 없음 그림 pm cc. 경련 금일 첫 발작 균형못잡고 한쪽으로 마비증상 패들링 유연 배변 배뇨 평소에 꺼꺼대는 기도협착 증상 외에는 없음 천둥번개 공포증은 year 전부터 생겼음 운동장에서 달리다가 사람 발에 걸려서 넘어진적이 있었음 기침증상이나 가래 뱉거나 콧물 있는 정도 매일 있었음 pe mental stupor depressed 의식 회복시 left head turn circling left narrow plr palpebral reflex pm 좌측 plr 소실됨 bt bptime hg a cbc nrf c alt glo 경미한 상승 영상 cxr vhs tc axr 우측 신장결석 ddx. intracranial dz. tx. diazepam time kg iv 회 phenobarbital time kg iv 회 midazolam time kg iv 회 mannitol kg iv 회 p 뇌내질환에 따른 발작 가능성 높음 항경련제에 대한 반응 짧아 propofol cri 여부 결정 필요 mri 촬영 여부 보호자분께서 상의 후 결정 예정 ,,33, 뇌수종 / 뇌수종 , 신경 질환 ,"떠는 증상, 경련 또는 미진","떠는 증상, 경련 또는 미진",569,2
spitz(스피츠),F               ,2119,E_24시아이, 경련. 식욕 활기 정상 구토 설사 없음 내원당시 원내에서 특이사항 없음 . 동공상태 plr 정상 청진시 특이사항 없음. 차 원인에 대한 감별진단 위해서 기초검사 진행. dimer 상승 그외에 특이사항 없음. 클로피도그렐 처방. month 후 재진. 신체검사 후 dimer 재검 또는 클로피도그랠 추가처방후 dimer 연기 뇌질환 감별은 mri 검사를 반드시 해야함 고지. 당장 mri 검사를 하러 가기 어려우므로.검사결과에 대해서 먼저 약물처치 한후. mri 검사 시가나 필요성은 그 다음에 다시 상의 하기로 함. ,,16, 간질 , 신경 질환 ,발작,발작,289,3
Mixed(혼합),MN              ,2092,D_VIP, money 선납 승희 방광 결석. 금식. 배뇨 곤란 없음. 소변도 잘 봄. 컨디션 양호. 마취 전 검사상 특이사항 없음. sx 방광 절개 후 결석 제거. month 입원 예정. ,,"8,76", 방광 결석 , 비뇨기과 질환 ,"혈뇨,방광결석",혈뇨,100,11
Miniature Pinscher(미니어쳐 핀셔),MN              ,2058,F_센트럴,cc 우측 턱밑부종 pex salivary g. mucocele 의증 방사선 하악 mass soft tissue mass 혈액검사 저단백혈증 저콜레스테롤혈증 초음파 장간막 림프절 종대 장일부 점막 비후 ddx ibd sg mucocele txp 익일 수술예정 ,x,221, 염증성 장 질환 · IBD , 소화기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",145,9
Maltese(말티즈),MN              ,2046,G_부천이지,안경 닦기 먹은것 같음 어제 밤 time 사이에 먹음 오늘 아침에 구토 증상 예방접종 완료 사상충 예방중 검사 방사선 검사 초음파 검사 혈액 검사 처치 수액 처치 암피실린 time kg 파모티딘 time kg 내시경 검사 마취 프로포폴 cc 위내 안경 닦기 제거 상담 혈당 수치 상승 일시적인 문제일 가능성이 높으나 재검 권유 ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,183,8
Shih Tzu(시추),F               ,2231,D_VIP,혈뇨 식욕부진 month 전부터 식욕부진 기력저하 발생 원래 잘 움직이지는 않는상태인데 최근 기력저하가 더 심한상태 잇몸창백 약간의 노령성호흡 보임 혈액검사 매우 심한 빈혈 간수치 신장수치 상승 도말검사상 적혈구 응집 발견됨 영상검사 심한 방광염 신장에코 및 형태 irregular 함 imha 가능성 높지만 빈혈관련 pcr 검사도 필요합니다 수혈과 입원치료 면역치료등이 필요합니다. 보호자분이 가족분들과 상의후 다시 오시겠다고 하시네요 혈액형 영양제 말씀하셔서 철분제 처방해드렸습니다. ,방광염,"8,21", 빈혈 (원인 미정) ,혈액 및 조혈기의 질환 ,"혈뇨,식욕부진, 식욕저하",혈뇨,273,11
Chihuahua(치와와),M               ,2046,E_24시아이, 접종 내외부 기록 확인해주세요 근육이완제 소화제 진통소염제 nsaids 과량섭취해서 내원함 언제먹은지는 모름 pe pupil size 다름 od 산동 os 축동 shivering gait 뒷다리 퍼짐 약간 비틀비틀 걸음 원래 뒷다리 그런다고 함 동영상 저장 심박수 증가 식욕 활기 백신 사상충 rad 이물소견 변으로 배출될듯 alp 상승외에 전해질불균형 확인됨 month 중독처치 후 모니터링 하기로 ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,225,8
Maltese(말티즈),FS,2103,C_잠실ON,최근 구토 설사 있었음 금일 낮에 약간 비틀 거림 마직막 발정 온지 꽤지남 건강검진 진행함 초음파 검사상에서 자궁 수종 확인 됨 이외 특이 사항 없음 보호자분께 자궁 수종이 있는 상태임을 고지함. 이외에는 보호자분과의 연락이 원할하지 않아 안내드리지 못함 비용 입원 기간 치료과정 예후 등에 대해 연락 드리고 수술 여부를 확정 하여야 합니다. 비용은 건강검진 및 자궁 수종 수술 입원 month 비용 포함하여 잡아 두었으니 이대로 안내 해주세요. 금일은 건강검진비용으로 money 만 안내되었습니다 ,,28, 자궁 수종 , 생식기 질환 ,기력저하,기력저하,279,0
Mixed(혼합),FS,2101,C_잠실ON,가로수동물병원에서 pyometra진단받고 내원 cc depression anorexia hpi month 전부터 사료 먹지 않음 힘없이 누워있음 history med none vac trauma surg none env food . 혈액검사상 중증의 leukocytosis 확인. pcv이하 bun cre 증가 확인 metabolic acidosis확인 . 저혈압 저체온 확인 공격적인 항생제 처치 및 산증교정 실시 . 익일 오전 혈액검사 재진. 빈혈수치 및 leukocytosis 혈압 개선여부에 따라 수술여부 결정 수술이 최대한 빨리 진행되어야 할것으로 여겨지나 현재 환자의 상태가 마취를 견뎌낼수 없을것으로 판단되며 처치 후 교정여부에 따라 수술실시 . 수술시 수혈 동시 진행될 수 있음 고지 예후가 좋지 않을것으로 여겨짐 butopanol. time time time total time투여 ,,28, 자궁 축농증 , 생식기 질환 ,기력저하,기력저하,447,0
Mixed(혼합),F               ,2092,F_센트럴,엘동물병원에서 레퍼옴 혈뇨가 있어서 항생제 처치 month 하였으나 다시 선혈로 뚝뚝 떨어짐 불임수술은 하지 않음 초음파검사에서 방광 결석 확인 엘동물병원 혈액검사 빈혈 초음파검사 자궁종양 만성신부전 방사선검사 디스크 ,"2087, 2103",8, 방광 결석 , 비뇨기과 질환 ,혈뇨,혈뇨,122,11
Jindo Dog(진도견),MN,2082,D_VIP,s 한달 정도 전부터 밥은 먹긴 하나 기력이 떨어짐. 계단도 잘 못다니고 힘이 없어짐. 최근 들어서는 사료 거의 안먹음. 우유 약간씩. outdoor. 배변 배뇨 정확치 않음 사상충 완료. 지난 month 에 접종 완료. pe depressed bcs bt hr bpm a cbc hct azotemia crp cpl 방사선검사 finding ddx multifocal mineralization in overall lung field ingesta multipartite fb in stomach 마른 환자로 serosal detail이 떨어져 복강내 평가는 초음파 추천됨. 복부초음파 finding ddx cholecystitis ckd with cyst adrenomegaly rt adg lt adg time cystitis chronic active pancreatitis hyperechoic and enlarged pancreas focal peritonitis pancreaticoduodenal lymphadenopathies severe hepatic lymphadenopathies gastroenteritis hyperechoic jejunal lymphadenopathies peritoneal fluid 십이지장 췌장 주변 ingesta fb in stomach comment 앞쪽 복강의 깊은 곳은 초음파 빔이 뚤리지 않아 정확한 평가에 어려움이 있음. 초음파 소견으로는 췌장염과 국소 복막염 위장염의 가능성이 높고 위내 물질이 뼈등의 음식물인지 아니면 돌등의 이물인지 식이성 이벤트 확인이 필요할 수 있음. 쿠싱 가능성은 낮지만 크기는 정상치 이상이기 때문에 완전히 배제할 순 없음. radiologist 윤학영 dvm phd 췌장염 ckd 만성 질환으로 인한 빈혈 및 저알부민혈증도 관찰되어 입원 및 추가 검사 필요. 입원 치료 등 원치 않으심. 내복약만 처방 의료기록 발급 요청 day 까지 ,만성신부전,28, 췌장염 , 간 · 담도계 및 췌장 질환,기력저하,기력저하,965,0
Maltese(말티즈),FS              ,2098,E_24시아이, 배뇨 배변 이상 배뇨실금 작년 여름부터 시작 노력성 배뇨 소변 시원하게 볼때도 있음 식욕은 양호 간식은 잘 먹음 배변은 시원하게 못봄 month 정도전 시작 걷는 자세가 이상함 당일 증상이 이상함 month 정도 전부터 항문아래 있음 크기는 비슷함 생리 규칙적으로 함 최근 month 이내 생리함 다른질병 없음 투약 및 수술 이력 귀질병으로 정도 치료 사상충 예방중 접종은 어릴적 완료 동거견 엄마 청진상 특이소견 없음 체온 bun 상승 수액처치후 관찰 필요 소변검사상 다수의 백혈구 및 구균 관찰됨 종합검사 소견 질쪽의 종괴가 골반강을 넘어 방광 뒤쪽까지 분포할 가능성 골반강내 직장과 요도를 압박하여 현재의 증상을 보이는 것으로 의심 ce 중성화 수술 및 종괴일부제거 수술 필요성 설명 진료계획서 참고 비용 부담으로 money 정도까지 네고해드렸으나 그것마저 부담된다 하심 데려가서 고민해보신다 함 고민하는 동안 수액을 맞추고 콩팥수치 재검이 필요함을 말씀드렸으나 데려가심 내일 내원시 혈청검사 bun cre 재검 필요함 ,,"901,4201", 비뇨 기계 종양 질환 , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨,배변곤란","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",519,4
American Shorthair Cat(아메리칸 숏 헤어 고양이),FS              ,2032,F_센트럴,c.c 과호흡 기력저하 퇴근후 들어와보니 기력없고 과호흡 ray 흉수 복강내 mass chemistry 간수치 상승 백혈구 감소 probnp positive ,,"28,1401,12", 흉수 (血胸/膿胸/ 유방 예쁜 가슴 포함한 원 원인 미정), 호흡기 질환 ,"기력저하,빈호흡,복수",기력저하,88,0
Maltese(말티즈),FS              ,2116,E_24시아이,우측 상부 유선종양. 개 유선 전적출 수술. 조직검사 의뢰. 양측 안 stippling sing kcs 진단 잔존유치 상악 premolar 개 발치. ,,221, 유선 종양 / 유방 종괴 , 생식기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",84,9
Maltese(말티즈),MN              ,2021,F_센트럴,호흡곤란 기관협착 있음 이윤세 동물병원에서 심장병 치료중 저녁부터 갑자기 호흡곤란 증상 보임 청색증 goose sound ray 폐부종 chemistry 간수치 상승 큰 검진 없이 지내오심 노령이고 비용부담이 있으셔서 치료위주로 하길 원하심 폐부종 호전상황 더딘편 ,x,"0,19,14", 기관 허탈 , 호흡기 질환 ,"기타 증상,청색증,호흡곤란",기타 증상,148,1
Russian Blue Cat(러시안 블루 고양이),FS              ,2046,F_센트럴,cc month 전 닭뼈 섭식 바라봄 병원에서 식도이물 확인 후 refer 방사선검사 인후두부 닭뼈 추정 이물 확인 혈액검사 nrf tx 내시경으로 닭뼈 제거 propofol time ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,103,8
Unknow(알수없음),,2046,G_부천이지,과일 배 를 먹다가 걸린것 같다며 확인차 내원 방사선 검사 상 식도 내 이물 확인됨 내시경으로 위 내로 밀어넣음 시술 시 식도 완전폐색으로 인한 fluid가 과다 분비되어 주변 인후두부와 기도 염증 일으켜 당분 간 기침할 수 있음. month 이상 기침 증상 보이거나 빈호흡 발생 시 내원하세요 ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,165,8
Shih Tzu(시추),FS,2221,D_VIP, refer. 봄봄ah 의뢰병원관련 진료후 전화완료 문자보고 누락 전화 주호소 우측 어깨쪽 종괴 month 사이에 급격히 커졌음. 현증경과 컨디션은 크게 달라지지 않은편. 식욕 양호. pds famo enro udca bid month 치 처방받으심 신체검사 mental alert hr bptime hg bcs mmc pink crt 우측 견갑쪽 직경 약 cm 정도의 종괴 개의 mass 연결성 있게 촉진됨 혈액검사 cbc wbc hct electrolytes mild hyperk c hypergl crp 영상검사 ct검사 by hyuna 사내공유 차진료보고서 vip ct 보고서 폴더 내 소견서 보관 세침흡인검사 fna degenerative neutrophils macrophages dx ddx subcutaneous mass abscess fna상 lgb 확인되지 않아 피하 mass로 추정했으나 ct상 림프절과의 경계가 명확치 않음. 내복약 투약에도 반응 없을시 수술적 절제 후 조직검사 고려됨 rx 내복약 amoxicillin clavulanic acid time kg bid famotidine time kg bid streptokinase time kg bid ct 정밀 결과 상담 time ,,221, 병적 미정의 피부 종양 ,피부 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",621,9
