품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Poodles(푸들),MN,2070,D_VIP, refer. 페츠비 주호소 복강종괴 현증경과 day 낮 설사 회 후 현재까지 배변 없음 구토는 주말에 회. 물만 먹어도 구토 하는 양상. 음수는 스스로 하려고 하며 지금은 물먹고 구토는 없음 이후 그저께 거품토 회 맛있는 간식에 반응은 있으나 스스로 먹지 않음. 현증 이전에 특별하게 활력 저하 등은 느끼시지 못했음. 사육환경 사료 신체검사 mental alert. quiet. hr bpm rr bptime hg bcs mmc crt 탈수평가 혈액검사 cbc nrf c nrf electrolytes nrf crp dimer 영상검사 ct검사 by hyuna 사내공유 차진료보고서 vip ct 보고서 폴더 내 소견서 보관 dx ddx intestinal tumor 소장종양으로 인한 장폐색 및 전반적 염증 소견 확인됨 조과장님과 수술상담 진행. 수술의 필요성 예후 술후 관리 전반적인 부분에 대해 상담 진행하셨고 가족들과 상의 후에 수술 예약 결정하시기로 함. rx 내복약 metronidazole time kg bid famotidine time kg bid tramadol time kg bid clopidogrel time kg sid lactulose timebid f call ,,"1,2", 상기에 해당하지 않는 소화기 계통의 종양성 질환 , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),610,15
Scottich Fold Cat(스코티쉬 폴더 고양이),MN              ,2085,D_VIP,s 스케일링 및 치아 부러져서 지역병원 내원 마취 전 검사상 간수치 상승 시술 진행 못하고 간치료제 및 처방사료로 바꾸셨으나 한달 후 더 상승 bun 경미한 감소 alt ast 약 먹으면서 컨디션 조금 처졌으나 크게 떨어진 것 같진 않음 소화기 증상 없고 처방식 잘먹는편 배변 배뇨 양호 요즘 스트레스 받았는지 화장실 외 다른 곳에서 소변 보려고 하는 증상 늘었음 넥칼라에 예민 눈진료로 year 반 가량 해주셨었음 pe hr rr bt a bun crea chol 복부초음파 by hyuna findings 양측 신장 피질 에코 높음 모양 크기 정상 방광 내 미세 결석 개 관찰됨 방광벽 정상두께 슬러지 관찰되지 않음 imaging dx ddx interstitial nephritis glomerulonephritis urolithiasis sdma 의뢰 ,,67, 상기에 해당하지 않는 간 / 담도계 질환 , 간 · 담도계 및 췌장 질환,간수치상승,간수치상승,425,14
K.C(Korean Cat),M               ,2259,D_VIP,s 오늘 아침 time 넘어서 락스 희석액 먹었음. month 전부터 구토는 간헐적으로 보였음. 길고양이 출신으로 번째 입양되었음. 이전에 구토 등 위장관 증상은 보이지 않았음. 이번 보호자 분께 입양되면서 간헐적 구토증상 확인됨. 배변은 양호. 식욕도 양호. 락스 먹어서 걱정되서 데려오심. p 청진 시 nrf 탈수 눈 주위 코 주위 discharge. a cbc wbc c glu electrolytes 경미한 불균형 락스 섭취 현재 락스 섭취에 의한 간부전 등은 확인되지 않으나 추후 수치 증가 나타날 수 있음을 안내하였음. 혈액검사 상 glu 제외한 이상 수치는 확인되지 않으므로 우선 수액처치 및 대증처치로 임상증상 체크 할 예정. 고혈당은 스트레스에 기인한 것일 수 있음. 모니터링 하면서 변화양상 지켜볼 예정. 필요 시 요검사 진행될 수 있음. 유기묘 출신으로 전염병 배제되지 않은 상태임. 추후 설사 등 증상 나타날 경우 전염병 키트 검사 필요함을 설명드렸음. tx s time kg hrs famotidine time kg iv bid 입원하여 증상 모니터링. ,,"25,1", 다른 중독 질환 ,전신성의 질환,"이물,구토(급성/만성)",이물,547,10
Miniature Pinscher(미니어쳐 핀셔),F               ,2289,G_부천이지,쇼크 후 발열 month time 쇼크 증상 나타남 배가 딱딱해지고 힘이 없고 벌벌 떨고 있음 의식 상태 양호 오늘도 쇼크 증상 나타남 오전 time 부터 증상 보임 시간이 지날수록 열이 남 검사 방사선 검사 요추 번 spondylosis 초음파 검사 혈액 검사 췌장염 검사 상담 ivdd 의심 물리 치료 권유 염증에 대한 항생제 처방 권유 간 보호제 처방 ,"2081, 2283","3,74", 상기에 해당하지 전신성 질환 / 증상,전신성의 질환,"발열/고열,쇼크, 저혈당쇼크",발열/고열,200,19
A.Cocker Spaniel(아메리카 코커),M,2002,B_W,어제까지 상태가 양호했음. 내원 직전에 혈액을 토했음. 아침에 응급상황으로 내원. 무호흡상태. plr 없음. 심박만 미약하게 있는 상황. et tube 장착. ambu bag으로 bagging. suction 함. 우측 후지에 iv 카테터 장착하고 furo timeiv time 경 혈압 정도 dobutamine cri time hr. time time 경 흉부방사선 촬영하려고 하는데 음식물 구토와 기도에서 혈액성 삼출액 많이 나와서 방사선 촬영 취소. 후궁반장 증상 관찰. time 경에 furo timeiv tachycardia. milrinone time bolus iv milrinone time nstime 희석 time hr로 투여. 심박은 정상으로 개선됨. tachypnea. time time 경에 갑자기 소리 지르기 시작해서 buto timeiv time 경에 furo timeiv. dobu time hr milrinone time hr. ecg spo time g. 폐음은 crackle sound에서 wheezing sound로 . 테이블 위에서 모니터링 중. 오후 time 경에 방사선촬영 혈액검사 후 icu 로 이동. spo 가 대로 유지. hr는bpm 사이에서 유지 오후 time . crp의 상승. fibrinogen과 dimer의 상승. 내일 응고계 재검 후 혈전약 처방할 지 결정. dimer가 높으면 teg 검사할 것. milrinone은 앰플 추가할 때마다 비용 추가. day 결과를 보고 추가 투여할 지 결정. 폐부종이 개선되었으면 심초 복초 검사할 것. 폐부종이 심하면 검사 day 로 보류. 췌장염이 진단되면 보호자와 상의하에 혈장 투여할 것. 비용설명이 필요함. 상태가 양호하더라도 day 까지는 입원. ,,14, 판막증 (심장 마비 증후 +) , 순환기 질환 ,호흡곤란,호흡곤란,867,28
Chihuahua(치와와),M               ,2289,G_부천이지,s. 송파쪽 도그키친 애견까페 분양샵 에서 day 에 분양 받음. day 부터 구토 증상 나타남 사료를 불리거나 부셔서 먹여도 계속 구토함 어제 저녁먹고 구토안하는거 같았는데 오늘 아침에 일어나서 보니 배변판에 누워서 구토하고 있었음 식욕은 좋은 편이며 설사는 없었음 사료 풀무원 로얄캐닌 닭가슴살 차 접종 구충 완료 차 접종은 month time 예정 문진 도중에 발작 증상 나타남 o. pe skin turgor 지연 구강 점막건조 crt 체온 도 키트검사 파보 코로나 지알디아 홍역 음성 혈당 오전 time 반 time 에 까지 올라감 cbc hct wbc chemi tp golb 방사선 심장 앞쪽 기관이 약간 눌린 듯한 소견 a. 저혈당성 쇼크 저체온증 탈수 tx. 응급처치로 dex cc kg 투여 이후 ns with dex 수액처치 및 핫팩공급 ampicillin time kg iv famotiidine time kg iv 퇴원시 내복약 초유분유 d 피비더스 처방 p. 주간입원하여 치료하면서 기력 회복함 d 조금 투여시 잘 먹고 구토없었음 day 리첵 예정 ce. 구토의 뚜렷한 원인은 파악되지 않았으며 증상 호전없을시 추가검사 필요함 day 조영 골반 촬영 예정 발작의 원인은 저혈당증 외 다른 원인이 있을 수 있음 globulin이 낮으며 이는 모체이행항체를 적절히 받지 못 했기 때문일 수 있음 컨디션 회복시 조기 접종할 예정 ,,"1,16,74", 상기에 해당하지 전신성 질환 / 증상,전신성의 질환,"구토(급성/만성),발작,쇼크, 저혈당쇼크",구토(급성/만성),699,19
Shih Tzu(시추),FS              ,2245,E_24시아이, 쿠싱 심장 피부 모니터링 검사차 내원함 식욕 활기 백신 사상충 ua usg money dipstick ph protein trace but upc sediment direct 무정형 크리스탈 smear nsf bun cre 일주일뒤 재진 베토릴 용량 그대로 적용. 단백뇨 개선 피부 안면부 귀 목덜미는병원에서 있을때보다 나빠짐 내복약 식전.식후약 . 피부때문에 내복약 추가 일주일뒤 신장수치 재진 month time 한달뒤 쿠싱모니터링 검사 month month month 달 심장초음파모니터링 검사 month month . ,2245,0, 부 신피질 기능 항진증 · 커싱 증후군,내분비 질환 ,기타 증상,기타 증상,295,11
Mixed(혼합),F               ,2228,G_부천이지,s 좌측 겨드랑이 부위 mass 직경 cm 구형 올봄에는 물풍선처럼 말랑거렸다 줄어들었음 악성종양 검사 높음 사진참고 혈액검사 빈혈 hct dx 키트 심장사상충 양성 사진참고 조직검사 의뢰 세포검사 의뢰 일주일후 조직 세포검사 결과 나온후 상담예정 할인처리 money e ,,221, 상기에 해당하지 않는 피부 종양 ,피부 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",152,17
Shih Tzu(시추),MN              ,2085,F_센트럴, history 기존에 담즙성 구토 이력 있어서 식간 조절 최근 야간 및 식후 다발성의 담즙성 구토 구토 전 이불을 많이 핥는 증상 보임 식욕 및 활력 양호 어제까지 배변 상태 양호 objective microhepatica fluid rt. kd cyst subcutaneous sclerotherapy treatment 금일 입원치료 권장하였으나 분리불안 등 감안하여 금일 피하수액 및 cerenia inj. month 투약 및 d 급여하면서 경과보기 증상 호전 없는 경우 입원하여 치료 microhepatica bile acid ct renal cyst 크기 관찰하여 증가 시 경화요법 고려 ,x,1, 상기에 해당하지 않는 간 / 담도계 질환 , 간 · 담도계 및 췌장 질환,구토(급성/만성),구토(급성/만성),334,14
Bedlington Terrier(베드링톤 테리어),,2084,D_VIP, money 결제완료 효정 최근 일주일 간 식욕부진. 고기 먹다 안 먹다가 반복. 오늘 낮부터 갑자기 lateral recumbency. 밥을 안 먹어서 영양수액이라도 맞기위해 타병원 내원. 어제까지는 산책도 가능한 상황이었음. 최근 검진 이력 없음. p 내원 당시 stupor한 상태. mmc pale pink. 사지 말단 냉감. tachycardia tachypnea. 혈관 모두 collapse 되어 채혈 불가함. 혈압 측정되지 않음. 복부 촉진 시 상복부에 mass 촉진되어 영상검사 우선 진행. 영상검사 방사선검사 finding ddx spondylosis t rt rib fx malunion and malalignment vertebral shortening of due to previous fx hemivertebra or congenital hypoplasia large liver mass peritonitis pancreatitis ascites 복부초음파 finding ddx giant liver mass peritonitis pancreatitis ascites comment 큰 간 종괴가 상복부 전반을 차치 하고 있으며 대부분의 간엽에 종양 침윤 확인됨. 종괴는 인근 장분절 췌장 장간막 혈관 림프절 등과 유착 또는 침습되어 있을 가능성 높음 상태 안정화 후 ct 촬영 필요할 수 있으나 수술적 접근과 제거가 어려울 수 있음. radiologist 윤학영 dvm phd a cbc hct electrolyte hyperk dimer lactate 간종양으로 인한 dic 상태였을 것으로 보여짐. 혈액검사 이전에 예후 매우 극히 불량할 것 보호자 분께 설명드렸음. 또한 간종양이 간 모든 엽에 걸쳐 존재하는 바 추후 수술적제거도 어려우며 안락사가 지시되는 상황임을 설명드렸음. vital 회복을 위한 정도로써 입원 하 관리 진행하기로 하였으나 오후 time 경 호흡곤란 및 청색증 발생. dnr 환자로 삽관까지만 진행 후 응급약물 투약함. 이후 심박은 회복되었으나 의식소실됨. 보호자 분 입회 하에 환자 time 경 사망함. 내일 환자 인계위해 개별화장업체에서 데리러 오실 예정. ,,21, 간 / 담도 / 췌장의 종양 , 간 · 담도계 및 췌장 질환,"식욕부진, 식욕저하","식욕부진, 식욕저하",1069,0
Poodles(푸들),FS,2049,B_W,샵 연계병원이 내일 오전 time 에 문을 염 익일까지 본원에서 처치 후 오전에 후송예정 본원에서 치료를 계속하시기로 결정되면 내일 오전 연락주기로 하심 금일 육각장을 두번정도 기어올랐다가 떨어짐 ast alt 배 상승 ck ldh 상승 crp dimer 외관상 활력은 양호하나 혈액수치가 좋지 않음 익일 오전 연계병원으로 이관예정 ,,"1,2", 개 파보 바이러스 CPV , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),186,2
Siamese Cat(샴 고양이),MN,2178,C_잠실ON,집에서 컨디션 식욕 양호 . 혈액 검사상 bun cre 수치 상승 tp glob 수치 상승 . 복부초음파 검사 추천됨 비뇨기계 상태 확인 복부 림프절이나 다른 장기 상태 확인 필요함 fip 위험군으로 수술 후 fip 증상 발현될 수 있음 . 보호자 통화 초음파상 이상 소견 없음 일주일 뒤 혈액검사 재진 후 fip 감별 검사 또는 중성화 수술 결정 ,,, 구내염 / 설염 ,치아 및 구강 질환 ,,,195,6
Poodles(푸들),F,2185,D_VIP, 스켈링 경험 없음. 양치 간혹 스프레이로 진행. 통증 없음. 알약으로 사상충 예방 예방접종 어릴때 맞추시고 더이사 진해 안하심. 호흡기 증상 관찰 안됨. 구토는 간혹. 식습관 불규칙. 마취전 검사 선행 마취전 검사상 특이사항 없으나 체온이 매우 높은 상황. 항체가검사 홍역 파보 접종 먼저 진행하시고 스켈링 예정. 체온은 집에서안정시키셔서 체온 체크 후 지속적으로 고열 확인되면 추가검사 진행합니다. 재진 또는 접종 ,,23, 슬개골 (아) 탈구 ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",234,22
Scottish Terrier(스코티쉬 테리어),F,2081,D_VIP, 적립금 발생 보호자분께 안내되지 않음. 승지 내일 오시면 제가 말씀드릴게요 이틀전에 개껌 먹고 다 토함 이후로 밥도 안먹으려고 하는 것 같음 산책 나가고 할때는 활력 좋아보이나 집에서는 그냥 그런 것 같음 지난번 캔 두개 구매해가심 헤파틱 너무 안먹으려고 함 열이 좀 나다가 안나다가 함 어제 자다가 숨이 넘어갈 듯이 낑낑 거리는 증상 두번 발생 깨우니까 또 괜찮은 것 같기도 함 가루약을 너무 안먹으려고 해서 약을 안먹이심 알약도 못 먹이심 혈액검사 해달라고 하심. panting 심음 폐음 이상 없음 mm pink pale abd pain 없음 ba alt alp 증가. 지난 검사결과보다 더 증가함 hyperbilirubinemia 발생 albumin 정상범위 이나 하한치 crp 증가. 암모니아 정상범위 간수치 전반적으로 증가되어 관찰됨 내복약 복용이 제대로 진행되지 않아 치료 반응이 떨어졌을 가능성 있음. 입원처치 권유드림. 애니ah에서 month 입원 하였고 면회 하루에 세네번 하였으나 아이가 입원하면서 스트레스를 너무 받는 것 같다고 하심 주간 입원하며 통원치료 진행하기로 함 tx 주사제 nactime kg iv famo time kg bid meto time kg bid cefo time kg bid metro time kg 내복약 udca time kg bid sily time kg bid 익일 주간 입원 처치 진행 가능하다면 복부 초음파 진행 time 에 데려오신다고 함. 야간에 인계드림 ,,"1,21", 간 효소 상승 (원인 미정) , 간 · 담도계 및 췌장 질환,"구토(급성/만성),식욕부진, 식욕저하",구토(급성/만성),738,1
Chihuahua(치와와),FS,2171,C_잠실ON,cc anorexia days hpi month 전 목욕 후 완전 건조하지 않음. 라미체 열이나는 듯함. 이빨이 아파서 그러는지 육회를 주었을 때도 크게 식욕이 증가하지는 않음. 약간의 식욕증가 소견 history med vac all booster trauma surg env indoor dogs food 사료는 불려서 먹임. 작년까지 혈액검사 상 특별한 이상 없음. . 신체검사상 중증의 치주염 치석이 확인됨. 항문낭부 종창이 확인 . 혈액검사상 고글로불린혈증 고단벽혈증 alp의 상승이 확인됨 . 방사선상 뚜렷한 이상 확인되지 않음 . 복부 초음파 nrf . 환자의 증상으로 보아 심한 치주염에 의한 고열 오한이 발생한 것으로 보임. 패혈증으로 진행할 수 있으므로 집중적인 항생제 처치를 실시 cepha enro sc 전일 이빨 개를 뽑았으며 이전부터 고열은 시작되었던 것으로 보아 이미 염증이 심한 상태에서 발치가 촉발제 역할을 했을 가능성 있음 나이가 어리지 않아도 환자의 이빨 상태를 고려할 때 전치 발치 가능성 있음 . 병원내에서 항생제 처치 후 체온 급격히 떨어짐 time 도 time 도 time 도 rx. 스피졸 kg udca time kg 베네백 bid po plan. 다음주 day 혹은 day 발치 추천 중성화 수술과 같이 하여 총합 money 에 진행하기로 함 ,,21, 치근 농양 / 냇가 농양 ,치아 및 구강 질환 ,"식욕부진, 식욕저하","식욕부진, 식욕저하",665,27
Chihuahua(치와와),FS              ,2289,G_부천이지,s. 어제부터 몸을 떨고 꼬리 내리고 조심스럽게 걸어다님 복부가 예전에 비해 팽만된 것 같음 이전에 통증호소시 mpss 처치 하고 다음날부터 정상적으로 돌아옴 o. 요추부 촉진시 주저앉음 진료폴더 동영상 혈액검사 alt 약간상승 alp 배 lip 상승 방사선 외측상에서 횡경막 다리가 전방으로 심하게 돌출되어 보이나 복배상에서 뚜렷하지 않아 diaphragmatic paralysis 보다는 eventration이 고려됨. 보통 임상적 의의는 없음. 초음파 담낭내 다량의 sludge 양쪽 신장 피질 에코 상승되었으며 피질수질경계 불명확하여 만성신장질환 의심. 방광내 다량의 crystal 존재. a. meningitis 신장 및 담낭 쪽 모니터링 필요함 금일 문제 있는 수치들은 추후 재검 권유 다음번 내복약부터는 uda 추가하여 처방 고려 tx. butophanol time kg mpss time kg famotidine 추가처방 sid month pds time kg sid tramadol time kg sid gabapentin time kg sid 지난번 지어간 내복약이 평소보다 양이 적음 보호자가 직접 캡슐에 넣고 있어서 양 비교 가능 내복약은 다시 갖고 오시면 그만큼 다시 지어서 드리기로 함 ,,"4,33", 상기에 해당하지 전신성 질환 / 증상,전신성의 질환,"통증,떠는 증상, 경련 또는 미진",통증,622,19
Mixed(혼합),MN,2185,D_VIP, money 선결제하심 정원 dr.조서현 subjective 당일 수술위해 외과로 transfered. 당일 술전 검사후 수술적 교정. objective physical examination rt. stifle joint medial patellar luxation grade lt. stifle joint medial patellar luxation grade assessment bilateral mpl plan 보호자 상담 양측 슬관절의 선천적 슬개골 탈구가 있는 상황. 해당 수술에도 불구하고 슬개골 탈구의 재발 가능성이 있음을 고지. 관절염으로 인한 파행 가능성 고지. sx patellar corrective surgery trochear groove plasty lateral imbrication suture medial releasing tibial tuberosity transposition month 간 입원처치 후 퇴원 예정. ,,, 슬개골 (아) 탈구 ,근육 골격 질환 ,,,476,22
토이푸들,F,2090,D_VIP,부분미용 크라운 발등올림 cc 신장재검 컨디션 양호 tpr 양호 cbc hct 신장수치 유지 복부초음파 urinary system by hyuna 과 비교하여 신장 에코 정상화 복막 에코 정상화 췌장 에코 및 크기 양호 p 일반사료로 교체 원하셔서 너무 고단백 고지방 사료는 피해주실 것 year 에 한번씩은 신장검진 ,,1, 급성 신부전 , 비뇨기과 질환 ,구토(급성/만성),구토(급성/만성),178,7
Maltese(말티즈),M               ,2002,G_부천이지, 오전관리사항 food 식사종류 양 d time 반 식욕상태 약간있음 급식방법 보호자분이 소량 먹이심 놔두면 조금씩먹음 urine feces etc 호흡수 time 회 time time time time 흉부 복부방사선 검사 외측상에서 time 방향 bulging되고 tall cardia에 의한 기관 거상으로 좌심방 좌심실 비대 의심. 폐 실질 특이소견 없음. 번 흉추 번 요추 번 요추 척추사이디스크공간 좁아져 디스크 질환 가능성 존재. 심장초음파 검사 echocardiography la ao ratio 로 중등도의 좌심방 비대 관찰. 판막 두꺼워져 변성되었으며 prolapse 존재. 일부 심한 prolapse 존재시 틈 생김. mode reference range mm ivsd lvidd pwdd lvids fs color doppler mode mr 역류량 약 이상 역류속도 time tr 역류량 미약한 양 역류속도 time pulsed wave doppler mode mv flow wave time e ratio tissue doppler mode septum wall e e s a ivrt free wall e e conclusion 전반적인 심비대 정도에 비해 좌심방내 압력 매우 심하게 증가 e파 속력 time 이상 e 값 하여 flail leaflet은 관찰되지 않으나 minor chordae tendon rupture 가능성 높음. 심근의 수축력 이완기 장애 없음. 복부초음파 검사 위 분문부와 몸통에 걸쳐 매우 불균질한 실질의 종괴 약 xcm 관찰. 호흡때문에 실질내 color doppler 검사상 혈류 흐름 평가되지 않음. 전립선 크기증가 전반적으로 에코 상승 cyst 존재하여 bph 가능성 높음. 오후관리사항 food 식사종류 양 d time 반 식욕상태 잘 먹음 급식방법 자율 urine feces etc 치료 및 상담내용 tx furosemide time kg iv dobutamine time kg cri nitroprusside time kg cri e jesbi hanmail.net ,,14, 판막증 (심장 마비 증후 +) , 순환기 질환 ,호흡곤란,호흡곤란,1025,28
Russian Blue Cat(러시안 블루 고양이),MN              ,2081,F_센트럴, 금일 검진 위해 내원 objective 간수치 신장 수치 상승의 경향 있음 month 뒤에도 호전 경향 없는 경우 원발원인 확인 권장 ,2097,"67,62", 간 효소 상승 (원인 미정) , 간 · 담도계 및 췌장 질환,"간수치상승,고질소혈증",간수치상승,76,1
Pomeranian(포메라이안),M,2049,D_VIP, money 결제하심 박준홍선생님 month 전 가정견이라고 친구분 남자 에게 분양 보호자분은 여자분입니다. 아마도 그친구분이 김예분이란분에게 분양받아서 드림 친구분이 일주일정도 데리고 있었다함 어제부터 구토 시작 오늘은 식욕도 없고 활력도 좀 떨어짐 오늘만 구토 회 이상 변은 아침까지는 잘 보고 저녁에 형태있는 약간 무른변 오전 time 경 파보진단 받음 직장때문에 새벽 time 넘어서 내원 alert bt 탈수 cbc 전해질 맑은 콧물 많이나오고 큭큭 호흡기 증상있음 cdv civ tx 입원처치 ce 치사율은 높은편이고 개체별로 상태에따라서 다르기때문에 치료해가면서 경과 봐야 알수 있습니다. 하루 이틀사이에 상태가 많이 심각해 질수도 있습니다. 일반적으로 month 이 고비일수 있고 일주일정도만 잘 견디어 준다면 회복될 가능성이 높아지니 최선을 다해 치료하겠습니다. 비용은 하루 검사 처치비포함해서 money 내외로 들고 여기에 할인 해 드립니다. 보호자 성향은 무난하심 새벽에 보호자분 친구 남자 에게서 전화옴 상태 어떠냐 분양한 데서는 치사율이 정도이기때문에 치료하면 나아진다는데 그러하냐 보호자분에게는 일단 정도라 했고 생명이기때문에 치료하면서 경과 봐야 합니다. 남자분이 좀 예의가 없으십니다. 여자보호자분 직장때문에 time 정각 아니면 그냥 오전중으로 연락 원하심 입원안내서 드림 ,,"1,21,28", 개 파보 바이러스 CPV , 소화기 질환 ,"구토(급성/만성),식욕부진, 식욕저하,기력저하",구토(급성/만성),674,2
Maltese(말티즈),MN              ,2273,F_센트럴,s 사경.우측 우 선회 자세부조화 벼개로 맞으며 벽에 부딪힘 동공빛반사.양안 동공축소 혈검.cbc.탈수 없슴 p 산소 공급하면서 내일 아침까지 지켜 보기로 함. 경련등 신경증상 지속되면 진정제 만니톨등 처치하고 비용은 나중에 청구 하기로 함. 내일 아침에도 신경증상이 지속되면 상의하여 검사 진행하기로 함. 내일 time time 전화드리기로 함. ,,40, 외상 (타박상 / 찰과상 / 타박상) ,전신성의 질환,신경증상(이상행동),신경증상(이상행동),195,24
Miniature Schnauzer(미니어쳐 슈나우져),M,2233,D_VIP,s 지난 내원 이후 상태 변화는 크게 없었음 day 목욕 후 앞다리 강직 및 기립 불능 확인되어 인근병원에서 회 침 치료 받음 턱 관절 주변 종대는 완화됨 전반적인 식욕 음수력 양호 bp 혈액도말 nrf 복부초음파 finding ddx gb sludge vacuolohepatopathy chronic hepatitis hepatic nodular hyperplasia early malignant hepatic tumor splenic myelipoma lymphoid follicular hyperplasia ckd with renal calculi and multiple cysts hyperaderenocorticism lt adg time rt adg time ub sludge benign prostatic hyperplasia sublumbar lymphadenopathy chronic pancreatitis with mild pancreaticoduodenal lymphadenopathy fat degeneration fibrosis of jejunal ln by pervious gi inflammation comment 이전보다 splenic myelolipoma or other tumor로 의심되는 종괴의 숫자와 크기 증가가 관찰됨 간의 병변 이전과 유사 ckd 소견 이전과 유사 부신크기 이전과 유사 전립선 이전과 유사 만성췌장염 소견 이전과 유사 ub sludge는 방광염과 신장문제 유래 debris 단백질 감별 필요 jejunal ln의 hyperechoic change는 크기 증가를 동반하지 않아 이전 병변으로 인한 흔적일 가능성 있음. radiologist 윤학영 dvm phd 전반적으로 이 전과 유사한 상태이나 혈압 질소혈증 등 소촉 진행 및 upc 상승하여 관련 대응 보강 amlo 추가 및 mmf 개시 방광염은 아이 상태상 필연적인 부분이라 향후에도 지속적인 관찰 및 관리 요망 장기적으로 보행기 toe grip 등 병행 추천 sdma결과 통보 month 여 후 upc 결과 보호자분이 통보주시면 mmf 용법 등 조절 여부 결정 다음 재검은 보호자 사정상 month 쯤 예정 ,만성신부전,29, 비장의 이상 ,혈액 및 조혈기의 질환 ,"부전마비, 완전마비","부전마비, 완전마비",1075,12
Poodles(푸들),MN              ,2259,F_센트럴,아이스 팩 겔 섭취 time 전으로 추정 아이스 겔에 프로필렌 글라이콜 함유 내원시 만취한듯 비틀거림 벽에 머리를 부딪치고 일정기간 서 있지 못하고 쓰러짐 구토유발하였으나 구토하지 않고 위세척 진행 도중에 차례 구토함 chemistry 간수치 상승 탈수 ,,25, 다른 중독 질환 ,전신성의 질환,이물,이물,142,10
Shih Tzu(시추),MN              ,2084,G_부천이지, c.c 빈혈 부평종합에서 점막 창백하여 refer hpi depression 산책 배변 배뇨하는 아이인데 오늘 산책을 안 하려 함 어제 저녁 및 금일 오전에 구토 그제 마늘과 함께 삶은 닭백숙 먹었음 어제 삼겹살 먹었음 phi 올해 방광결석 및 요도성형술 indoor alone diet 사료 강아지 간식 수재간식 단호박 등 관절 영양제 먹고 있음 hw 경구제로 month 전 진행 외부기생충 예방 안됨 평상시 풀숲에 많이 가지는 않음 o. sbptime hg 방사선 복부 serosal detail 소실 간 margin 이상 초음파 간내 음영 heteroechoic 한 부위 다수 간종양 및 혈괴 뒤섞인 음영으로 사료됨 복수 혈액검사 anemia plt 감소 a. 간종양 파열 수혈진행하면서 출혈소 종양화 된 간엽절제 권유 상황에 따라 절제 불가능할 가능성 있음 보호자 상담 이미 종양이 파열되면서 seeding 된 상태이므로 완치는 불가능 조직검사 결과에 따라 어느정도의 예후 추측 가능 금일 수술의 목적은 진단 및 출혈소의 제거 및 지혈에 있음 tx. 수혈 전혈 cc 공혈견 hct 수혈 수술 출혈소 제거 간종양 절제 ,,1901, 간 / 담도 / 췌장의 종양 , 간 · 담도계 및 췌장 질환,점막창백,점막창백,574,0
Pomeranian(포메라이안),MN              ,2039,G_부천이지, 서울 한남동 메이동물병원에서 소개받음. 원장님 잘 아신다했다함 기존에 메이 에서 심장약 복용중이다가 어제 호흡곤란으로 폐수종 진단후 피하주사와 심장약 재처방받음. 오전 time 경 전화후 내원. 어제 방사선 검사는 했고 산소방 처치 원하신다고 전화가 와서 입원 이후에도 검사는 필요하다고 언급. 메이와 통화후 주치의 선생님이 전화 상담후 검사 진행할거라 언급. 어제 지어온 약 가져옴 오전 time 가 복용시간이라함 tx furo,"2087, 2082, 2001, 2245","14,31", 상기에 해당하지 않는 호흡기 질환 , 호흡기 질환 ,"호흡곤란,유연",호흡곤란,241,18
K.C(Korean Cat),MN              ,2178,F_센트럴,구내염 증상. 침흘림. 투약하고 증상이 완화되었다가 투약이 힘들어져 중단한 이후로 증상 악화. 구내염과 관련된 전염병 검사 필요. 구강 방사선 검사. bnp 음성 felv fiv 음성 ,,61, 구내염 / 설염 ,치아 및 구강 질환 ,구내염,구내염,103,6
토이푸들,MN              ,2002,G_부천이지, c.c 심인성 폐수종 및 신부전으로 노엘에서 refer hpi 어제부터 호흡곤란 보였음 일년 전부터 심부전 있는 것 알고 계셨으나 그와 관련해 투약은 한적 없음 신장결석 방광결석 있음 phi 특별한 병력은 없었다고 함 올 봄 스켈링 하심 o. 혈압 방사선 alverolar pattern 심비대 혈액검사 azotemia dimer 상승 체온 a. 심인성 폐수종 환자 상태 매우 불안정하여 금일 초음파 뇨검사 등은 불가능 tx. oxygen supply furosemide time kg bolus dobutamine time cg kg min cri nitroprusside time kg min cri hot pack 오후 time time 경 cpa 발생 보호자분 호출 보호자분 도착 전 소생하여 어느정도 안정화 됨 furosemide 지속적 처치에도 불구하고 호흡수 큰 호전 없이 비슷함. 야간 중 사망하게 되면 환불해야할 비용 심장초음파 및 복부초음파 비용 money 현금 응급처치 비용 money 총 money 하루 입원비 처치비 검사비 신장 전해질 money 오후관리사항 food 식사종류 양 식욕없음 식욕상태 급식방법 urine feces etc tx ,,14, 판막증 (심장 마비 증후 +) , 순환기 질환 ,호흡곤란,호흡곤란,597,28
