품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Maltese(말티즈),F               ,2059,G_부천이지,성남거주. 복수때문에 황원장님 진료 원하심 지역 병원에서 간 신장 문제 있다고 말씀 들었다고 함 복수 흉수 있다고 말씀 들음 복수 차고 난후부터 활력 떨어짐 흉부 복부방사선 검사 thorax 좌측 전엽과 후엽 사이 우측 전엽과 중엽사이 중엽과 후엽 사이에서 fissure line 관찰되어 흉수 의심. 복배상에서 우측 중엽의 폐포패턴 밀도항진은 흉수 또는 폐 collapse 둘다 고려. abdomen 복부는 팽만되었으며 후복막강까지 serosal detail 소실되어 매우 심한 복수 의심. 위축으로 보아 간 크기는 정상일 가능성 높음. 복부초음파 검사 간 실질에서는 특이소견 없음. 비장은 coarse echotexture로 관찰. 경계 불명확한 점상형태의 저에코성 결절이 다발성으로 포함되어있는 것으로 보임. 좌측 신장 피질 에코는 상승되어보이나 많은 양의 복수 때문일 수 있음. 복수 천자 후 재평가 필요함. 췌장은 변연이 울퉁불퉁하나 부종성 변화 가능성 높음. 십이지장 및 소장벽의 점막층 에코가 증가되어보임. 벽 두께 증가는 없음. 심장초음파 검사 심방 및 심실 비대 대형혈관 확장 관찰되지 않으며 mr tr pr ar 없음. 심장 기능도 정상적으로 관찰. 상담 검사 결과상 ple 의심됨 확진은 조직 검사 필요하지만 알부민이 부족한 상태에서 유합 지연 가능성 있어서 보호자와 상담후 치료부터 하기로 함 human albumin 주사에 의한 면역 반응 발생 가능성 있음 처치 수액 처치 vit human albumin cc bolus cc kg cri 파모티딘 time kg tid 내복약 암피실린 time kg pds time kg mmf time kg 파모티딘 time kg 베스타제 bid 오전관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc tx 오후관리사항 food 식사종류 양 하이포알러지 사료 식욕상태 식욕없음 급식방법 자율 urine feces etc tx ,2231,"28,11", 단백질 상실 성 장 질환 , 소화기 질환 ,"기력저하,복부확대(팽만)",기력저하,957,9
Scottich straight(스코티쉬 스트레이트),MN,2004,D_VIP, 동생분 고양이 원래는 밥 잘 먹던 아이 일주일전서부터 식욕이 조금씩 줄어듬 기운이 없어서 그런지 누워있는 시간이 많음 어제 밤부터 숨쉬는게 이상함 꿀렁 꿀렁거림 일주일전에 구토 원래 잘 주워먹는 아이 벽지를 뜯어먹음 택배 상자오면 비닐 뜯어놓는 등 배변 배뇨는 괜찮음 접종 및 구충은 근처병원에서 진행하셨음 측정 sbp 꼬리 hdo time hg expiratory distress tachypnea cyanotic mm gallop sound crackled sound 폐 전반적으로 청진됨 사지 냉감 없음 파행 없음 ba azotemia cre metabolic acidosis ph hco dimer lactate nt probnp kit abnormal ray 폐 전반적으로 중등도의 침윤소견 좌우측 흉수 천자할만큼 이뇨 처치 후 호흡수 안정화되면 방사선 재 촬영 심장 실루엣은 관찰되지 않음 이후 모니터링 오후 time 배뇨 확인 rr회 오후 time 배뇨 확인 rr회 respiratory distress 개선 및 컨디션 개선 되었으나 계속 야옹거리고 돌아다님 청색증 경미하게 남아있음 오후 time ray 재촬영 침윤 개선 심장 실루엣은 여전히 잘 관찰되지 않음 pulmonary edema cardiogenic sus tx 주사제 furosemide time kg iv 후 time kg cri butorphanol time kg iv tid famotidine time kg iv bid metoclopramide time kg iv bid dalteparintime kg sc tid 경구제 pimobendan time cat bid enalapril time cat bid 오후 time 부터 time 간격으로 씩 감량 예정 ,,"14,21,28", 심근증 , 순환기 질환 ,"호흡곤란,식욕부진, 식욕저하,기력저하",호흡곤란,866,26
Mixed(혼합),FS,2231,D_VIP,s 기본 검진과 스케일링 위해 내원 pe no murmur gi systolic murmur in lt apex 중증도의 만성 비재생성 빈혈 지속 혈소판은 충분하며 wbc 정상 하치이고 imtermediate ln 증가되어 있어 골수 조혈 기능감소 우선 고려 영상상 이 전에 비해 크게 달라진 것은 없으나 양신 결석 방광결석 특히 요도 결석은 임상증상 유발 가능 마취 후 저체온 있어 회복 후 귀가 복부초음파 full scan gi by hyuna findings 양측 신장 피질 에코 모양 크기 양호 소수의 미세결석 관찰됨 방광 내 방광목 요도개구부 위치에서 미세결석 관찰됨 방광벽 양호 십이지장의 약간의 corrugation 관찰되나 기타 소장 및 췌장 양호 imaging dx ddx urolithiasis duodenitis ,,, 빈혈 (원인 미정) ,혈액 및 조혈기의 질환 ,,,410,20
Old English Sheepdog(올드 잉글리쉬 쉽도그),M,2189,B_W,s 고관절 관련 질환이 의심이 된다고 refer 집에서 돌면서 미끄러진것이 있음. month 전 밖에서 움직일때는 정상인데 집에서 lt hindlimb lameness를 보임 오늘 밥은 조금 먹음 금일 ct검사후에 보호자님과 상담을 진행할 예정 ,,4, 엉덩이 dysplasia / (아) 탈구 ,근육 골격 질환 ,통증,통증,137,29
Bichon Frish(비숑 프리제),FS              ,2094,F_센트럴,잠시 괜찮아졌다가 이틀 정도 전부터 다시 증상 보임 사료 내복약 잘 안먹음 결석 중성화 수술 진행 혈액검사 특이사항 없음 흉부 방사선 양호 propofol time ,,8, 결석증 (Urolithiasis), 비뇨기과 질환 ,혈뇨,혈뇨,92,4
Shih Tzu(시추),FS              ,2037,D_VIP,석관동에 행복한 동물병원에서 소개받고 오셨다고 하심 진료기록이나 엑스레이 찍은것 첨부관련하여 진료보시게될 수의사 선생님과 전화통화 원하심 폐가 안좋아서 진료 받으셨었데요 작년 month 폐종양 진단받음 약 cm 가량 수술 원치 않으셔서 내복약 pds 기관지확장제 으로만 관리 받아오심 종양크기 크게 변하지 않았었음 최근 호흡 다시 안좋아져서 수술 및 항암치료 상담 권유받아 본원 내원하심 pe hrbpm rr min bt 도 우측 time 내외의 종괴 촉진됨 혈검 wbc hypoglycemia alp tx. 포도당 timepo 폐종양 내일 time 반 ct 촬영 예정 이현아과장님 앞으로 예약 fna도 함께 진행하는 것 안내 수술상담 예약 잡을것 ,,, 폐 종양 , 호흡기 질환 ,,,363,35
Pomeranian(포메라이안),F               ,2122,G_부천이지,동거견이랑 머리를 부딪힌 뒤로 몸이 경직되었다고 함 기둥에 부딪힘 한시간정도 됨 균형감각없음 뒷다리 umn 증상 양측 처음에는 입도 잘 못 벌림 목도 뻣뻣해짐 걷지도 못하고 균형감각도 없음. 그전까지 식욕 컨디션 좋음. 지역병원에서 pda 의심 된다는 소리 들었었음 임상증상은 없다고 함 청진만 했었고 검사는 진행 안함. vital sign 정상 탈수 증상 없음 청진 murmur machinery 신경계검사 뇌신경계 정상 사지 knuckling 동영상 proprioceptive positive 우측전지 양측 후지 umn sign 통증 있는 부분은 없음 경부 흉요추 촉진 시 혈액검사 alp mild 상승 방사선 검사 좌심방 좌심실 비대 심하고 복배상에서 하행대동맥 ductus bump 돌출되어 pda 의심. 폐 혈관 확장. 방사선상 dens 경추 흉요추 두개골 특이소견 없음. 상담 현재 상태에서 spincal cord injury brain 문제 감별위해 mri 촬영 필요 영상의학센터 가셔야 하고 비용 money 정도라고 설명드림 보호자분 비용부담으로 ct 촬영도 보류 일단 응급처치 month 정도 하고 재활치료 해보고 호전에 따라서 mri 촬영고려해본다고 함 예후 안좋거나 호전 안될 수 있다고 설명드림 정확한 원인치료는 아니라고 안내드림 day 까지 입원처치 하기로 함 내일 강원장님 출근 후 한방치료 받기로 함 퇴원까지 비용 money 재활비용 따로 pda 로 인한 폐수종 가능성도 설명드림 수액처치 시 유의 오후관리사항 food 식사종류 양 원내 a.d time 원내 로우펫 d time 식욕상태 잘 먹음 급식방법 자율 urine feces 기저귀배뇨 etc 치료 및 상담내용 tx mpss 처치 famotidine s fluid time apy mannitol kg for time e ,,"40,29", 외상성 뇌 질환 , 신경 질환 ,"신경증상(이상행동),부전마비, 완전마비",신경증상(이상행동),899,31
Miniature Schnauzer(미니어쳐 슈나우져),M               ,2017,E_24시아이, 콧물. 스켈링 치주연고도포 불소도포 갑자기 콧물. 기침없음. 비강 swap 구균 neutrophil. 치석과다에 의한 비강 감염증.의심. 치과 ray 발치요망 되는 치아 없음. 불소도포 및 치주연고 도포 time .차 치주연고 도포 예정임 졸레틸 time ,2017,0, 비염 / 축농증 / 상부기도 염 , 호흡기 질환 ,기타 증상,기타 증상,144,19
K.C(Korean Cat),MN,2224,B_W, month 전부터 피부에 짓물이 남 연고를 발라주면 핥아먹음. 약을 따로 먹이진 않으심 아침에 밥을 먹고 왔음 imprint 상에 호염성과립을 포함한 round cell 이 주로 관찰되며 eosinophils이 동반되어 있음. 병변은 time 가량의 미란성 병변이며 다소 융기된 plaque 로서 관찰됨 혈액검사상 lactate 상승외에 특이소견없음 과거 fic를 앓았던 환자로서 us상 ub wall 은 smooth하며 sludge 등은 관찰되지 않음. 방사선상 특이소견은 없으나 복강 및 피하 지방축적이 심함 ct상 폐덧엽의 dorsal aspect 에 time 가량의 nudular lesion 이 관찰되나 전이성 유무는 판단하기 어려움. tentative diagnosis mct 조직검사후 grade 에 따라 폐결절의 전이성 판단 및 항암치료 등을 고려하기로 함 op 병변주변으로 정상피부조직 및 피하지방조직을 약 cm 포함하여 절제. 봉합후 tension 이 강하게 걸려서 군데 skin incison 진행함. sdma 의뢰함 익일 오후 dressing 위해 내원하실 것 약먹이기가 어려워서 convenia 처치함 ,,221, 비만 세포종 (피부) ,피부 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",575,18
K.C(Korean Cat),MN,2099,C_잠실ON, 스켈링 및 발치 치과x ray 구강내 종양제거 조직검사 저녁 time 데리러 오실 예정 . 혈액검사 중 creatinine 나오고 복부 초음파에서 신장 형태가 안좋음 에코도 증가 . upc 검사 protein time dl creatine time dl . 보호자 상담 내용 현재 미루는 구강 관련 치료를 위한 마취가 아이한테 위험할 수 있다고 고지 급성신부전 신장 staging 이,,, 상기에 해당하지 비뇨기 질환 , 비뇨기과 질환 ,,,215,21
Maltese(말티즈),FS,2221,D_VIP,지난 번 머리 위 종괴 제거 위해 내원. 몸 쪽의 뾰루지도 같이 제거 해주세요. 마취 전 검사 양호. 종괴 제거 진행. 마취하면서 몸 쪽 뾰루지 같이 제거. 그 부분은 조직검사 의뢰하지 않음. 추후 재발하면 재수술 필요함을 설명드림. 조직검사 의뢰하였음. imprinting 세포충실도 떨어짐. 내일 후처치 내원. 일주일 뒤 발사 예정. ,,221, 병적 미정의 피부 종양 ,피부 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",189,15
Shar-Pei(샤페이),MN,2229,B_W,집에서 온도 제고 있는데 정도 유지됨. crp 로 정상 범위 내복약 투약 중지 ce 재발특성 있음. 집에서 체온을 측정하면서 관찰할것 기준은 이상과 흥분시에 체온 상승이의심되면 time 에서 time 지나서 다시 측정해도 높으면 내원할것. 신장에 대한 검진 문의 영상검사 방사선 초음파 임상병리 혈액검사 요검사 ,Shar-Pai fever sus,3, 상기에 해당하지 않는 피부 질환 ,피부 질환 ,발열/고열,발열/고열,174,24
K.C(Korean Cat),MN,2221,D_VIP,s month 전 종괴 처음 관찰됨. 아래턱쪽 종괴발생. 잇몸에 종괴 있음. 식욕 좋음 체중 감소 year 사이 체중감소 심함 이사하신지 얼마안됐고 노령묘사료로 교체. 소화기 증상 없음. 재채기 경도로 있었음. 경부 종괴 cm soft mass 조직에 고정되지 않음. 좌측 하악 입술 종괴 time 정도의 soft mass chem alt glob cbc hct cxr nrf p 간 내복약 먹고 다음주 간수치 재검 및 간초음파 예정. 양호하면 종괴 제거 및 치과치료 예정일 설정. ,잇몸종괴,, 병적 미정의 피부 종양 ,피부 질환 ,,,270,15
Shih Tzu(시추),FS              ,2078,D_VIP, 야간 by 박찬수 밤사이 특이사항 없음 아침 물 급여 했으나 먹지 않음 주간 by 고한아 식욕 현재 없음 보호자 분 면회오심. 오후 면회 시 활력은 더 개선됐다고 느끼심. ,,"1,21", 담관염 / 담관 간염 , 간 · 담도계 및 췌장 질환,"구토(급성/만성),식욕부진, 식욕저하",구토(급성/만성),97,10
Poodles(푸들),FS              ,2254,F_센트럴,양파 섭취 낮 time time 경 양파 개 이상 섭취 밤 time 경 혈색소뇨 ray 위내 음식물 구토 유발하여 위내 양파 상당부분 구토시킴 활성탄 복용 입원하여 빈혈여부 체크하기로 합니다. month 간 입원예정 익일 cpl 혈액 검사 예정 오후 검사 상 염증 수치 상승 및 혈색소뇨 관찰 cpli는 음성 month 까지 입원 하면서 경과 관찰. ,x,25, 양파 중독 / 파 중독 ,전신성의 질환,이물,이물,196,28
Mixed(혼합),FS,2128,C_잠실ON,cc 편측부전마비 안구진탕증 hpi time 전쯤 구석으로 가려는 행동. 자꾸 넘어짐. 보행장애 기립불능 muscle tremor history med vac all booster hwp trauma surg env food indoor alone month 일 전 미용하고 금일 목욕 평소와 달리 잠을 잘 못잠. 외출을 갑자기 자주함. 보호자님이 계시면서 외출을 하게됨. month 일전부터 갑자기 물을 많이 먹기 시작함. 당일 물을 먹지 않음. 당일 의류매장에서 time 정도 차에 있었음. 당일 이른 저녁. 해는 떠 있었음 . mri 전체적으로 신호 변화 크지 않음 뇌실 확장 없음 소뇌 탈출 압박 없음 실질 병변 hippocampus caudate nucleus 영역 신호 증강 대칭적 조영증강 없음 toxic또는 metabolic 한 원인 또는 지속적인 발작에 의한 가역적인 일시적인 변화 가능성 뇌 척수액 검사는 들어간 상태 프로포폴 cri ,,, 마비 (원인 미정) , 신경 질환 ,,,477,12
Maltese(말티즈),MN              ,2004,D_VIP,s 일주일전에 산책 잘했음 day 미용후 다리 안쓰려고 하고 계속 앉으려고 함 푹신한 곳 찾으러 다니고 대소변은 잘봄 대변 어제는 못봄 작년부터 운동 힘들어했었음. 좋아하지만 오래하지 못했었음. 이전에 비해 운동량 감소 청색증 syncope은 보이지 않았음. 평소 흥분하는 성격. 가끔 기침. 몸 떠는 증상 있으나 반복적으로 발생. p bp 보호자 분과 함께 pulse normokinetics crt bcs a cbc c dimer 양호 방사선 흉부 상 심종대 보이지 않음. 폐야 양호. 양측 슬개골 탈구 기 번 추간판 사이간격 좁으나 원래 좁은 부위임을 고려하여 mri 촬영 추천드림 심장초음파 hcm susp. patellar luxation 심장초음파 상 hcm 확인되었음. canine 인 점 고려 시 secondary 일 가능성 존재하여 hypertension thyroid toxicosis 등 감별 필요함을 설명드렸으나 비용 부담으로 인해 추후에 진행하길 원하심. 연령 고려 했을 때 primary 일 가능성 존재함. 현재 임상증상 존재하며 마취에 대한 부담 존재하므로 수술 month 일 전 acei 투여하여 지켜볼 예정. 저혈압 관련 증상 설명하였고 이상 보일 경우 내원하시기로 하였음. 파행에 대해 슬개골 탈구 교정 필요함. 심장병 진행되기 전 수술 교정 진행 필요 rx enalapril time kg bid po 심장초음파 by hyuna findings lvidd time lvfw time la ao ratio edvi normal esvi normal a ratio pr cm ddx primary hypertrophic cardiomyopathy hypertensive cardiomyopathy inflammatory cardiomyopathy comment 현재 심실 벽두께 정상보다 증가하였으며 la 확장 및 수축기능 저하 이완기는 저하는 나타나지 않음 pr은 incidental findings으로 판단됨 일주일 뒤 내원하여 증상 및 혈압 체크 예정. 혈압 및 심박수 안정시 일주일 후 슬개골탈구 수술 예정 디스크 관련하여 모니터링 필요 ,2185,23, 심근증 , 순환기 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",1050,26
Pomeranian(포메라이안),F,2119,B_W,지속시간 time 정도 몸이 굳고 얼굴을 뒤로 젖히면서 침을 흘리고 눈동자가 위로 올라감 어릴 때부터 그런 증상이 있었음 가장 최근은 한달정도 전에 있었음 현재는 두 달에 한번정도. 혈액검사와 방사선을 진행한 적은 없음 year 동안 미용을 두번하심 사람먹는 것을 먹음 오늘 구토 회가 있었음 오전에 먹을 것을 다 토함 오늘아침에 소간 영양제 처음주심 간식 그리고 사료를 주셨어음 소화안된 상태로 다 토함 lac 어제 버터과자를 먹었었음 오늘 엉덩이 주변이 지저분해져있었음 변이 물러짐 ray ab microhepatica가 있음 간수치들 상승 pss 확인할 예정 day time 사이에 내원하여 복부 초음파 검사 마취 후 미용을 진행이 필요함 추후 두개뇌 질환에 대해 검사할 예정 ,,16, 간질 , 신경 질환 ,발작,발작,382,1
Dachshunds(닥스훈트 ),F               ,2179,G_부천이지,안상수 동물병원 의뢰 구강내 종양 의심 우측 상악 피부 눈밑 피부 부종 출혈 있음 피부 쪽으로 출혈 있음 month 전부터 증상 보임 항생제와 진통제 처방 받음 올해 month 달에 치아 문제로 개 발치 했다고 함 이후에도 치아 흔들리는것 있음 보호자분은 치아 문제로 인한 증상인것으로 보인다고 함 onf 건강 검진 혈액 검사 방사선 검사 초음파 검사 뇨검사 사상충 검사 복부 초음파 간 내 무에코성 cyst 관찰 간문 위치 portal vein 부근에 time time 개 좌측 간엽에 time 개 직경 약 time 의 경계 뚜렷한 고에코 결절 개와 직경 약 time 의 경계가 불분명한 저에코 결절 다수가 관찰된다. 간 병변은 현재 악성 병변으로 생각되지 않으나 모니터링 추천. 비장이 다소 크게 보이나 실질에는 특이적인 소견 없음. 양측 신장의 크기 형태 이상 없고 피질은 비장보다 낮고 간과 비슷한 정도로 보이나 피질에 작은 cyst가 산재되어 있고 수질 에코가 미약하게 상승되어 있음. 미약한 퇴행성 변화 있을 것으로 생각됨 양측 부신 직경이 rt. time lt time 로 크게 측정됨 양측 난소 관찰. 좌측 난소는 정상적으로 보였으나 우측 난소에는 커다란 cyst 관찰됨. ovarian cystic disease 간 병변은 현재 양성 병변으로 생각되나 병변 양상의 변화 가능성 있으므로 모니터링 필요. 양측 부신 비대 소견 있으므로 호르몬 검사 추천됨. 상담 구강내 문제는 마취후 ct 촬영과 세포 검사 권유 마취전 건강 검진 설명 결과에서 마취를 하지 않을만한 이유 확인 안됨 하지만 마취시 위험성 있음 보호자분 비용 부담으로 오늘 건강 검진만 진행하고 다음에 상의후에 내원하신다고 함 내복약 처방 ,,"221,222", 구강 내 종양 ,치아 및 구강 질환 ,"종괴, 혹, 낭종,부종, 홍반","종괴, 혹, 낭종",849,6
K.C(Korean Cat),MN,2063,D_VIP, money 결제하심 미리 평소 종이컵 개정도 음수. 지난번 관장 month 후 부터 배변 힘들어함. 몇일전에 소리지르면서 배변. 배변 못한지 month 정도됨. 술전검사 양호 enema time 정도 진행. 대부분의 변 제거. 일부 연변들만 남음. 보호자님 전화상담 몇일 더 입원하면서 수액관리 권해드렸으나 경제적 부담으로 내일 퇴원 요청하심. 내복약 조정해서 내일 오후 퇴원 예정. 퇴원 식이.이렇게 먹이시면 좋을듯. high fiber diets include commercial diets wheat bran oat bran canned pumpkin time bsp meal or psyllium time sp meal ,,, 변비 (거대 결장 증 포함) , 소화기 질환 ,,,352,14
Japanese Spitz(제페니즈 스피츠),MN,2186,B_W,어제 점프 후에 좌측 후지 파행. non weight bearing. pe drawer test 할 때 매우 아파함. 염발음이 촉진됨. 좌측 슬관절. 방사선상 좌측 슬관절의 전십자 인대 단열. 외과로 transfer. tx s maintenous fluid cefradine time kg tid cimetidine time kg tid tramadole time kg tid enrofloxacin time kg bid metronidazole time kg bid time kg bid taurine time head sid methocarbamole time kg tid serum time kg maintenous fluid vita b.c 각 ample head supply all day ,,4, 십자 인대 손상 · 파열 (전 / 후) ,근육 골격 질환 ,통증,통증,391,27
K.C(Korean Cat),FS,2194,D_VIP,딸꾹이는 고양이 입원실안 통덫에 있음 아이 많이 민해요 dr.조서현 subjective 원래 밥을 주시던 고양이. 어제 하루 보이지 않더니 오늘 뒷다리 파행증상을 보여 데리고 내원하심. 좌측 후지를 끄는듯 보인다고 하심. objective laboratory examination cbc nrf elec hyponatremia hypochloremia chem nrf physical examination open wound on left thigh. left hindlimb swelling bloody sanguineous discharge from wound radiographic examination rt. sacroiliac subluxation lt. femoral head fracture lt. distal femoral diaphyseal fracture pubic fracture assessment dx open fracture rt. sacroiliac subluxation lt. femoral head fracture lt. distal femoral diaphyseal fracture pubic fracture plan 현재 수술적 교정이 필요한 상태. 아직 성장기의 환자이기 때문에 성장판 조기폐쇄 가능성 높음. 큰 충격에 의한 부상일 가능성이 높아 보행에 대한 평가는 수술적 교정이 끝난 후 평가 필요함. 경우에 따라 amputation을 선택할 수 있는 상황으로 보임. 수술적 교정에 대한 상담 아원장님과 하길 원하심. wound 삭모 및 세척 후 manuka honey dressing 적용. 당일 입원 예정. ,골반골절,23, 골절 (뒷다리) ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",811,5
Poodles(푸들),MN,2058,D_VIP,cc 만성 설사 hpi 차병원에 의뢰도 해보고 약도 변경해였지만 몇달동안 호전되지 않음 year month 경 bcs kg 구토.식욕부진으로 검사에서 장종양 파열로 타 병원에서 응급수술 하여 맹장부위 종양 포함하여 회장 맹장 결장 부위 약 cm 정도 절제 후 복막염으로 일주일정도 입원후 퇴원. 장종양은 조직검사 의뢰 leiomyosarcoma or possible gastrointestinal stromal tumor 로 이후 형광염색검사가 필요하다고 했으나 더이상 진행하지는 않음 이후 메트로니디졸 amc 로페라마이드 파모티딘 처방받아 약 month 간 복용 month 동안 설사 지속되었으나 짧은창자증후군 가능성 있어 좀 더 지켜보기로 하여 내복약 복용은 중단하고 유산균 제제만 처방. 변상태 호전없음 수술 약 month 후 췌장염 구균증식되어 항생 메트로 amc 처방하여 췌장염은 완화 구균도 감소. 이후에도 설사 지속되어 항생제 장기 복용해보고자 하였으나 시도하였다가 약 month 정도 전혀 변화 없어 중단된 상태 중간에 pds도 time kg bid month time kg bid month 복용하였다가 중단. 현재 사료는 low fat 라이펙스 췌장효소제 복용 현재까지 설사 호전되지 않고 체중은 kg 감소 그동안 다시 차급 병원에서 초음파 검사 하였으나 특별한 전이 소견 장 염증소견은 관찰되지 않는다고 하였고 그 병원에서는 우선 다시 항생제 및 지사제 복용해 보자고 하여 복용중이였으나 로페라마이드 처방 후 배변실금증상이 나타나 현재 중단한 상태 다양한 치료해도 설사 개선되지 않아 수원 본 ah ref 해서 ct 등 상위검사 했으나 증상 개선되지 않음. 전혀 설사증상이 완화되지 않고 체중도 감소하여 혹시 다른 처방이나 치료방법이 있을까하고 문의 다른 이차 병원에서 지사제를 받았는데 변을 더 지림 약을 끊었더니 지리는 것은 더 줄어듦 며칠 전 소뼈를 좀 주심 배변 횟수가 감소 month 회 정도에서 현재는 회 정도로 줆어듦 간이나 흉강에도 전이 되었었음 phi med for this symptoms sur 중성화 장종양 수술 스케링일 발치 tru vac 마지막 한 지 year 여 경과 diet 사료 갈아서 물에 섞어 급여 intestinal low fat 유산균 lypex 등 eh indoors dogs systemic gen 활력이나 기력은 감소 skin poor nervous eent res cv gi 대장성 설사 지속 색은 짙은 편 냄새는 wax wane 구토는 없음 ur 음수 배뇨 잘함 rep ms ns bar but 심한 악액질 bcs 복부촉진시 복압항진 있으나 명확한 복통은 불명 dental 양호 normal ln apical beat moderately increased gi very faint murmur and gallop sound in lt apex 극초기 mmvd 또는 현경과에 따른 생리적 murmur 추정됨 방사선검사 by hyuna no remarkable findings 복부초음파 full scan gi by hyuna findings 담낭 벽의 전반적인 비후 time 간 비장 신장 등 실질 장기의 전이는 관찰되지 않음 소장의 부분적인 corrugation 근육층 비후 time 대장의 심한 확장 및 연변 저류 imaging dx ddx cholecystitis cholangiohepatitis gastroenteritis ibd intestinal lymphoma colitis comment 환자의 bcs가 낮아 복강 내 지방조직에 의한 장기간의 구분이 잘 되지 않으며 rib cage 안쪽 구조물의 확인이 어려우므로 이전에 발생한 종양 전이의 확인을 위해서는 ct촬영이 추천됩니다. 과거 소징일부 대장일부에 걸친 악성 종양으로 수술 받은 환자 만성적인 대장성 설사로 내원했으나 체중 감소 등 일부는 소장성 문제도 같이 보이고 있음 검사결과 현 시점에서 명확한 종양의 잔존 또는 전이 여부는 불분명하나 일부 소장분절은 아래의 원인 감별 및 관리후에도 잔존시 종양가능성을 배제할 수는 없음 관련 증상 지속의 원인으로 추가 고려 감별 대상으로 만성경과와 기왕력에 따른 과민성 장증후군 추가적인 감염체 배제 소화기 외적 원인 갑기저 췌장염 담낭염 등 ibd 및 ple 특히 소장분절의 경우 종양 완전 배제할 수는 없음 등이 고려되나 우선적으로 장기간 경과에 따른 장기능 저하 및 이차적인 무력증 동반된 상태로 판단되며 단계적인 관리 배제 진행키로 함 식이량 증량 사료로 month 최소 kcal 필요시 사료 교체 추가 식이 탄수화물 및 일부 섬유소 교육 이차적인 상기 문제들 호전시키기 위한 대증 관리 추가 의뢰검사 결과에 따른 치료 기본적으로 회복시까지 시간이 오래 걸릴 수 있는 부분 고지 목 오후 재검 코발라민은 의뢰병원에서 지속 투약 추천 ,,"2,1,21", 염증성 장 질환 · IBD , 소화기 질환 ,"설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),구토(급성/만성),식욕부진, 식욕저하",설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),2362,30
Shih Tzu(시추),MN              ,2061,G_부천이지,s 항문주변으로 구멍이 생겼고 해당부위에서 변이 나왔다고 함 혈액검사 aptt 지연 crp 상승 신체검사 심잡음 좌측 항문낭 파열 영상검사 심비대 좌측 항문낭 파열 tx cefazoline time kg iv famotidine time kg iv tramadol time kg iv vit time kg sc e 내일 응고계 검사 및 심장초음파 검사 후 수술가능여부 알려드릴 예정 보호자 비용문제로 수술을 하더라도 입원은 하루만 하고 싶어하심 수술 후 변실금 및 염증 등의 부작용 있을 수 있음 술 중 예기치 못하는 마취사고 가능성은 있음 높은 crp 수치상승 항문낭염증 만의 문제는 아닐 수 있음 수술은 양측 모두 제거할 예정 오후관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc tx cefazoline time kg iv famotidine time kg iv tramadol time kg iv vit time kg sc ,2001,24, 항문 낭 (동맥) 염 / 항문 낭 (동맥) 파열 , 소화기 질환 ,"삼출물, 분비물, 농루","삼출물, 분비물, 농루",480,37
Yorkshire Terrier(요크셔 테리어),FS,2016,B_W, bptime hg hct . tx ns time hr. for time . hydralazine . time kg biddays. time 마다 혈압 측정. 봉지 투여 후 혈압time hg. time kg bid. 오후 time 에 cbc crp 종 전해질 bp lactate. 심초음파 복부초음파. hct의 변화가 없으면 목에서 time정도 사혈. polycythemia. hypertension cushing syndrome suspected. nodular hepatopathy splenic mass renal cyst. polycythemia에 대한 심장질환 신장종양 다른 종양 비장 종괴가 있으나 가능성 낮음 은 배제됨. cushing 가능성이 높기 때문에 이에 대한 검사 진행. cbc lddst 전해질 teg 응고계 bp 내일 동공 산동하여 안저검사. hydroxyurea 주문. hct가 까지 감소할 때까지 처방. ,,, 상기에 해당하지 않는 순환기 질환 , 순환기 질환 ,,,466,23
