품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Maltese(말티즈),F               ,2275,G_부천이지,ta time time 전에 교통사고 남 pe 흥분 상태 recumbency 양측 뒷다리 통증 반응 저하 의식 상태 양호 plr 반응 저하 응급 처치 수액 처치 세파 time kg 트라마돌 time kg iv 검사 혈액 검사 간수치 미약한 상승 cpk 상승 호흡성 산증 방사선 검사 좌측 천골 골절 양측 좌골 골절 양측 치골 골절 우측 번째 갈비뼈 골절 초음파 검사 자궁 종대 난소 낭종 crp dx 상담 양측 뒷다리 통증 반응 저하 통증 반응 없을경우 상태에 따라 신경계 검사 권유 mri 통증 반응 있을경우 골절 수술 권유 교통사고의 경우 확인되지 않는 부위에 손상으로 인한 응급상황 가능성 있음 처치 수액 처치 taurine ornipural 산소 공급 세파 time kg 트라마돌 time kg tid 요도 카테터 삽입 ,,77, 사고 (교통 사고 포함) ,전신성의 질환,골절,골절,407,2
K.C(Korean Cat),FS,2231,B_W,평소보다 먹는 양은 줄었음 어제 밤까지는 활력이 좋았음 배가 부풀어 오른 것 같아서 내원하심 현재 외출은 안함 day 까지 항생제를 먹었었음 점막이 창백함 hct lac mammary hyperplasia 신체검사상 가슴에서부터 복부까지 유선이 발달되어있음 mammary hyperplasia 나이가 살이하로 생각되어 종양의 가능성은 낮다고 생각이되고 발열 통증이 없어 감염으로 보이지 않음 초음파를 통해 잔존 난소를 확인하려 했으나 명확하게 난소가 확인되지 않음 외부 호르몬제를 먹었을 가능성도 낮음 anemia 소 대변은 특이사항이 없는듯함 구토는 없었음 felv fiv 항체 항원검사 pcr 혈청검사가 필요할 것으로 보임 추가 검사 호르몬 progesteron estradiol 농도 평가 tx iron dextron im 빈혈은 지켜보기를 원하심 잔존난소에 대한 호르몬 검사는 진행하기로 함 호흡에 곤란이 있을시에는 바로 내원할 것 내복약은 항산화제를 처방할 예정 일주일 재진 cbc 호르몬 검사 결과통보 ,2107,20, 빈혈 (원인 미정) ,혈액 및 조혈기의 질환 ,빈혈,빈혈,511,10
Mixed(혼합),FS,2082,D_VIP, money 선결제하심 정원 month 전부터 헉헉거림 헉헉거림 증상 때문에 잠도 못잠 기지개 펴는 자세 보행도 어기적거리듯이 불편해함 엊그제 타병원 내원시 변 많이 차있다고 해서 관장 진행 관장 후 컨디션 약간 괜찮아진듯 했으나 다시 헉헉거리기 시작 어제 다음 다뇨 있어보임 마루 처방식이인 d 같이 먹이고 있음 pe hr bpm no murmur bt panting bptime hg 복부팽만 복압항진 복통 a cbc wbc hct c alp ip high amylase lipase electrolytes nrf crp dimer lactate 영상검사 방사선 흉부 nrf 복부 mild hepatomegaly gi distension 복부초음파 full scan by hyuna findings 좌측췌장엽의 심한 비후 time 및 주변부의 복막 에코 심한 증가 상복부 전체의 복막염 금식 후 소화기의 재스캔 필요 imaging dx ddx acute pancreatitis severe peritonitis 췌장염 복막염 입원 치료 진행하며 인수치 모니터링 필요 tx fluid therapy s 붕붕 호의 amp 주사제 cefo tid famo meto metro tra ffp time kg time 입원 최소 month 이상 익일 김수정 과장님께 인계 crp dimer lactate ip ,Peritonitis,35, 췌장염 , 간 · 담도계 및 췌장 질환,개구호흡,개구호흡,673,1
Bichon Frish(비숑 프리제),MN              ,2257,E_24시아이, 다이어트 환을 반이상 먹음 피부약 버릴려고 했던것도 순식간에 먹었다고 함 유연증상 과흥분 식욕 활기 백신 사상충 구토 유도 수액처치입원조치 중독은 month 뒤늦게 발현될수 있음 고지함. time 밤 time 까지 입원조치 퇴원시 내복약 별도청구 . ,,31, 인체 약물에 의한 중독 ,전신성의 질환,유연,유연,141,16
Pomeranian(포메라이안),F               ,2122,G_부천이지,동거견이랑 머리를 부딪힌 뒤로 몸이 경직되었다고 함 기둥에 부딪힘 한시간정도 됨 균형감각없음 뒷다리 umn 증상 양측 처음에는 입도 잘 못 벌림 목도 뻣뻣해짐 걷지도 못하고 균형감각도 없음. 그전까지 식욕 컨디션 좋음. 지역병원에서 pda 의심 된다는 소리 들었었음 임상증상은 없다고 함 청진만 했었고 검사는 진행 안함. vital sign 정상 탈수 증상 없음 청진 murmur machinery 신경계검사 뇌신경계 정상 사지 knuckling 동영상 proprioceptive positive 우측전지 양측 후지 umn sign 통증 있는 부분은 없음 경부 흉요추 촉진 시 혈액검사 alp mild 상승 방사선 검사 좌심방 좌심실 비대 심하고 복배상에서 하행대동맥 ductus bump 돌출되어 pda 의심. 폐 혈관 확장. 방사선상 dens 경추 흉요추 두개골 특이소견 없음. 상담 현재 상태에서 spincal cord injury brain 문제 감별위해 mri 촬영 필요 영상의학센터 가셔야 하고 비용 money 정도라고 설명드림 보호자분 비용부담으로 ct 촬영도 보류 일단 응급처치 month 정도 하고 재활치료 해보고 호전에 따라서 mri 촬영고려해본다고 함 예후 안좋거나 호전 안될 수 있다고 설명드림 정확한 원인치료는 아니라고 안내드림 day 까지 입원처치 하기로 함 내일 강원장님 출근 후 한방치료 받기로 함 퇴원까지 비용 money 재활비용 따로 pda 로 인한 폐수종 가능성도 설명드림 수액처치 시 유의 오후관리사항 food 식사종류 양 원내 a.d time 원내 로우펫 d time 식욕상태 잘 먹음 급식방법 자율 urine feces 기저귀배뇨 etc 치료 및 상담내용 tx mpss 처치 famotidine s fluid time apy mannitol kg for time e ,,"40,29", 외상성 뇌 질환 , 신경 질환 ,"신경증상(이상행동),부전마비, 완전마비",신경증상(이상행동),899,12
Bichon Frish(비숑 프리제),M,2175,D_VIP,s 이빨 잇몸손상 까페개네에서 다른아이에게 물림 입주변에 출혈로 내원함 입주변 출혈 만지면 통증반응 호소함 치아 소실 및 잇몸찢어짐 치조골 노출됨 치아가 빠지면서 잇몸의 손상이 유발됨 영구치가 빠진거라면 치아가 다시 나지는 않음 찢어진 잇몸은 봉합이 필요하다고 판단되어 마취하에 시술진행함 tx 마취하 잇몸조직 세척 및 봉합 진행함 발사는 필요없으며 내복약 month 간 급여필요함 일주일간은 사료를 불려서 급여해주세요 ,,"34,1510", 구강 내 외상 (감금소 등 포함) ,치아 및 구강 질환 ,교상,교상,235,3
Maltese(말티즈),MN              ,normal,F_센트럴,cc 좌측 비강 삼출물 화농성 우측 발바닥 패드 손상 염증 우측외이염 obj rt ear smear malassezia 우측 비강 점액성 삼출물 혈액검사 nrf tx 우측 발바닥 염증물 초음파 메스 제거 레이저 치료 발바닥 귀 비강세척 pds sc time kg butorphanol amp propofol time ,x,6,,,비강 분비 및 비출혈,비강 분비 및 비출혈,177,9
Shih Tzu(시추),MN,2243,D_VIP, refer. 장안점 주호소 고열 기력 식욕저하 현증경과 month 전부터 서서히 기력저하 생기기 시작함 구석진데 가있음 식욕도 서서히 떨어지기 시작함 day 목욕 시킨 이후 항문 정리 중 가위에 살점 떨어짐 day 까지 소화기 증상 등 전혀 없었음 day 아침에 숨소리가 거칠은듯하여 장안점 내원 어제 아침 미용 반점 농포 확인 후 저녁에 전반적으로 멍 충무로 근처 병원에서 주기적 미용 후 체크 month 미용 후 신체검사시 크게 이상 없었음 예방접종 all done dx neg 사육환경 동거견 마리 사료 복날 백숙 닭죽 주심 마늘 파 양파 안넣으셨음 건사료 위주 외 사람음식 간헐적 신체검사 mental depressed hr bpm bptime hg bcs mmc pink 탈수평가 미만 혈액검사 cbc wbc hct c low bun alp 상승 hypoca hypop electrolytes crp dimer lactate dx ddx leukopenia inflammation infection immune mediated dz. 백혈구 감소증에 대한 원인 현재 명확치 않아 우선 입원 치료 하 모니터링 rx 식이 맛있는캔 내복약 sucralfate tx 수액 hs 주사제 cefotaxim time kg iv tid metronidazole time kg iv bid enrofloxacin time kg sc sid famotidine time kg iv bid tramadol time kg iv bid 입원 ,,"3,28,21", 상기에 해당하지 않는 혈액 조혈기 질환 ,혈액 및 조혈기의 질환 ,"발열/고열,기력저하,식욕부진, 식욕저하",발열/고열,744,6
Maltese(말티즈),MN,2035,D_VIP,s 심장검진 및 비출혈 약먹고나서 우측 앞다리의 파행은 없어짐 우측의 비출혈은 여전히 보인다고 함 month 에 한번씩 기침하면서 보임 식욕 활력은 양호함 혈액검사 alt 미약하게 상승하였으나 큰 이상소견은 없음 신장수치 양호함 probnp 검사 의뢰함 심장초음파 findings 날짜 la ao lvidd inc lvids inc lvidd ao lviddn lvidsn edvi esvi rwt lvmi peak a ivrt e a tei index mr e mr vel fs ef av vel profile pv vel profile imaging dx ddx degenerative mitral valve disease comment moderate mv remodeling moderate to severe mr la bulging 및 압력상승 관찰되나 심하지 않은 상태 이완기능 저하 stage 로 확인됨 radiologist 이현아 dvm ms mvi 확인되며 좌심사이즈 약간 커지고 압력도 중등도 상승중 임상증상은 없지만 조만간 임상증상 나타날 가능성이 높음 비출혈의 원인감별을 위해서는 ct촬영이 필요하지만 현재 심장질환 확인되어 약 month 간 급여후 재평가후 마취 계획 세울예정 심장약 처방. 하루에 두번씩 급여하시라고 안내드림 month day 오후 time 예약 ,이첨판판막폐쇄부전증(Degenerative mitral valve disease),6, 코피 (원인 미정) , 호흡기 질환 ,비강 분비 및 비출혈,비강 분비 및 비출혈,665,9
Dogo Argentino(도고 아르젠티노),M,2022,D_VIP,s month 전부터 노란콧물 기침증상 나타나며 코가 건조함 최근 두달동안 훈련소에서 지낸 이력 있음 최근 이사하셨다고 함 구토는 없었음 심음 양호 안정적으로 수면 panting 반복 흥분시 빈호흡 나타남 비루 화농성 출혈성 bt panting cdv civ kit ba leukocytosis wbc neutrophilia hyperglobulinemia lactate crp ray 폐 우중엽 consolidation 확인 bronchial pattern 세균성 폐렴 sus 구토 히스토리는 없어 오연성 폐렴 가능성은 떨어짐 전염병 가능성 있음. 홍역 인플루엔자 키트 음성이나 호흡기 pcr 검사를 통한 정확한 원인체 파악 필요합니다. 화농성 삼출물 확인되어 항감수 의뢰함 비염 병발 배제할 수 없음 전반적인 식욕 활력은 양호하나 폐 병변 호흡기 증상 개선 염증수치 개선될 때까지 입원처치 필요합니다. 입원기간 약 month 입원 비용 money 고지드림 하네스가 아닌 목줄은 기도자극되어 기침 더 심해질 수 있으므로 추후 목줄 교체 부탁드립니다. tx 내복약 famo bid doxycap bid naccap bid 락타목스t bid crp 측정 ,,"6,5", 폐렴 , 호흡기 질환 ,"비강 분비 및 비출혈,기침",비강 분비 및 비출혈,589,9
Shar-Pei(샤페이),MN,2229,B_W,집에서 온도 제고 있는데 정도 유지됨. crp 로 정상 범위 내복약 투약 중지 ce 재발특성 있음. 집에서 체온을 측정하면서 관찰할것 기준은 이상과 흥분시에 체온 상승이의심되면 time 에서 time 지나서 다시 측정해도 높으면 내원할것. 신장에 대한 검진 문의 영상검사 방사선 초음파 임상병리 혈액검사 요검사 ,Shar-Pai fever sus,3, 상기에 해당하지 않는 피부 질환 ,피부 질환 ,발열/고열,발열/고열,174,6
K.C(Korean Cat),F               ,미진단,G_부천이지,어제부터 증상 나타남 어제 앞다리 미약한 파행 어제 아침에 뒷다리부터 마비 증상 나타남 어제 저녁부터 앞다리 강직 증상 나타남 의식 상태 양호 recumbency 상태로 누워 있음 주사기로 식이 급여시 먹음 배변 배뇨는 누워서 뇌 신경계 질환 가능성 있음 mri 촬영 권유 보호자분 일단 ct 촬영 부터 원함 복부초음파 검사 복강내 echogenic 부유물 포함된 복수 다량 관찰. 장간막 림프절 비대는 심하지 않으나 에코 감소. 양쪽 신장내 medullary rim sign 관찰. 비장이 전반적으로 비대. 검사 초음파 검사 혈액 검사 복수 검사 saa 검사 fip pcr 검사 idexx ct 검사 촬영부위 전신 조영 time post s time 가소견 좌측 측뇌실 심하게 확장되었으며 후각망울 olfactory bulb 수준에서의 측뇌실 rostral recess 확장까지 동반. 요추 번째 수준에서 척수공동확장. 전종격동 림프절 약 time 크기로 비대. 복수 매우 다량 관찰. 상담 fip 의심 복수는 pcr 검사 의뢰 ct 촬영후 결과는 month 후 통보 예정 처치 수액 처치 라식스 time kg mannitol kg cri 내복약 처방 세파 time kg 라식스 time kg 프레드니솔론 time kg bid 오메프라졸 time kg sid 저녁 ,2140,"13,29",,,"허탈(붕괴),부전마비, 완전마비",허탈(붕괴),653,18
Jindo Dog(진도견),FS              ,2133,D_VIP,갑자기 어제부터 눈이 좌측으로 돌아가면서 잘 걷지를 못하고 옆으로 쓰러지는 증상을 보인다고 합니다. 식욕은 양호 그외에 별다른 소견은 보이지않습니다. 혈액검사상 특이소견은 보이지않습니다. 두개내 질환의 문제일수 있고 결과에 따라 치료방향을 결정해야합니다. 내일 오전 time 에 병원에서 헬릭스와 만나서 가기로 하였습니다. 오전 금식 진행해주시고 헬릭스와 보호자분 내원하시면 보내주시면 됩니다. 윤경쌤에게 인계 퇴원은 상태 양호하면 바로 집으로 퇴원 회복이 늦으면 본원에서 입원치료 진행예정입니다. 짱아는 병원 호텔에 있습니다. money 결제 은희 ,Geriatric vestibular disease,40, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,신경증상(이상행동),신경증상(이상행동),308,12
Shih Tzu(시추),M               ,2001,G_부천이지,폐수종으로 refer 심부전 진단 받고 난후 약 잘 못 먹였다고 함 실신 발작 한적 있다고 함 안구 건조증 의심 피부 탈모 pe 과호흡 회 분 heart murmur crackle sound 응급 처치 nitroprusside cri lasix time kg iv 산소 공급 검사 혈압 호흡수 회 분 혈액 검사 빈혈 신부전 전해질 불균형 방사선 검사 폐수종 심비대 상담 사망 위험성 있음 cpr 안하기로 함 비용 문제로 최소한의 검사만 진행하길 원함 검사를 못할경우 여러가지 추가적인 문제 발생 가능성 있음 설명 이뇨제 사용시 현재 신부전이 심해질수 있음 설명 호흡수 오후 time time 회 분 오후 time time 회 분 오후 time time 회 분 라식스 time kg iv 오후 time 회 분 ,,"1601,2222", 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,"실신,폐부종",실신,396,13
Mixed(혼합),FS              ,2133,G_부천이지,s. 예전에 ivdd 의심된다고 진료 받았음 당시 안아 들어올리면 소리지르고 잘 못 걸었다고 함 month 전부터 잘 못 걷고 기운 없음 금회도 디스크 의심된다고 들으셨고 진통제 처방받아 먹이고 계심 이전과 같은 통증 반응은 없음 현재 맛있는 것만 먹고 거의 먹지 않음 o. mental state depression 몸 균형 잘 못 잡고 지속적으로 흔들림 후지 hypermetria 사지 고유반응 로 감소 진료기록폴더에 환자 동영상촬영본 있음 혈액검사 nh 약간 상승 a. 신경증상 mri 촬영 권유 ,,40,,,신경증상(이상행동),신경증상(이상행동),281,12
Mixed(혼합),U               ,normal,E_24시아이, 간헐적인 유연증세 금일 구토 성묘입양.입양한지 month . 입양후.간헐적 유연증세. 식욕 활기 정상 구토 며칠전 부터 음식물 구토 정상변 배뇨정상. 청소기 소리만 들려도 도망가고 침흘림. 고양이 두마리인데 모래는 한개사용 검사결과 특이사항 없음. 스트레스 받거나 흥분 공포심을 느끼면 고야이들은 침을 흘리는 행동을 함. year 살던 곳에서 환경이 바뀐지 month 이면 현재의 환경이 낯설고 불안. 청소기 소리도 화장실을 공용으로 쓰는 것들도 스트레스의 원인. 노랑이가 심적으로 안정될수 있도록.어떤것에 흥분하고 스트레스 받는지 원인파악 요망. 화장실은 따로따로 쓰도록 해주시고 청소기 소리도 가급적 나지 않도록. 약은 먹이기 힘들기 때문에 주사처방만.구토증세 지속되면 내복약 처방은 그때 다시 처방. ,-,"31,1",,,"유연,구토(급성/만성)",유연,396,16
Shih Tzu(시추),FS              ,2087,H,둘째 언니가 진료 받으러 옴. 지난주 day 부터 살이 빠지기 시작하고 cc weight loss anorexia hx vomiting fever pain vaccine status phx pe bp time hg cuff rt fl rx us abdomen 양측신장 크기 감소 및 울퉁불퉁한 변연 위내 액체 저류 및 운동성 저하 십이지장내 액체 저류에 의한 내강의 확장 및 운동성 저하 소장 전체에 걸친 운동성 저하 자궁수종 담낭 슬러지 중등도 있음. 우측 신장내에 time 결석이 신우에 있음. blood works mild azotemia bun cre mild hyperglycemia mild hypokalemia proportional hyponatremia hypochloremia leukocytosis mild anemia high crp concentratiion urinaysis isosthernuria money usg color amber turbidity clear wbc tntc bacteria tntc rod prominant cocci minor epithelial cells hpf dx ckd iris stage bacterial cystitis pyelonephritis ddx gastroenteritis pyometra hydrometra 요배양 결과에 따라 항생제 교체 유지 결정할때 까지 항생제 처방 최소 month 정도의 항생제 처방 필요 항생제 단약 month 일 후 요검사 및 요배양 검사 다시 필요. 혈압 재측정 sdma 평가 탈수평가 혈액검사 bun cre 전해질 phos ca cbc crp 등을 위해 짧은 기간 리첵 보호자 상담후 재검일 결정 예정 ckd staging 에 따른 관리방법 말씀드릴 예정. ,,27, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"체중 변화, 체중 증가, 체중 감소 ","체중 변화, 체중 증가, 체중 감소 ",875,17
K.C(Korean Cat),FS,2022,B_W, month 전에 임신을 한 것을 발견하셨고 day 에 분만후 나타남. 그때도 조금 안좋아보였고 점점 안좋아지는 것 같아서 데려오심 계속 토하려는 증상을 보임. 분만 후 새끼들과 함께 있는 것을 보지는 못하심 physical exam severe nasal discharge depressed dehydration 체온 도 fpv felv fiv negative fip ab titer possible alb glb g t.bil saa wbc pcv 방사선상 양측 mid lung lobe의 폐렴가능성 us상 소량의 fluid가 있는 자궁이 확인 reticulo non regenerative non regenerative severe anemia ddx fip chronic inflammation bone marrow disdorder 호흡기 설사 빈혈 pcr 의뢰함 익일 빈혈정도에 따라 수혈여부 결정 ,2231,"3,5,6,7,20", 폐렴 , 호흡기 질환 ,"발열/고열,기침,비강 분비 및 비출혈,코골이 및 천명(그르렁거림),빈혈",발열/고열,453,6
spitz(스피츠),FS              ,2245,G_부천이지,pu pd 양측 뒷다리 ataxia 신체 검사 양측 후지 ataxia 양측 후지 고유자세반응 저하 양측 후지 hopping test 반응 저하 상담 신경계 질환 의심 건강 검진후 ct 촬영 권유 건강 검진 혈액 검사 신장 수치 상승 방사선 검사 우측 슬개골 변성 초음파 검사 간내 수개의 hyperechoic nodules 양측 신장 음영 상승 뇨 검사 백혈구 검출 acth 자극 시험 처치 수액 처치 ct 촬영 흉복부 촬영 조영 cc 조영후 초 초 time 초 촬영 마취 프로포폴 cc 소견 thoracolumbar tv tv lv lv 위치에서 미약하게 배쪽방향의 디스크 물질 탈출 확인되며 tv tv lv 위치에서 약간 더 심하게 나타남. abdomen 간의 좌측 외엽에서 약 cm 종괴 확인되며 이는 동맥기에서만 주변에 비해 불균질하게 조영증강이 나타났다가 문맥기에서 주변과 비슷하게 나타나 양성 종괴인 hepatocellular adenoma의 가능성이 높아보이나 이후 크기 변화 재평가 필요함. 비장의 다수의 결절들은 지속적으로 높은 조영증강을 보여 양성 결절 가능성 높음. 담낭의 cystic duct 위치에서 점상 형태의 결석 확인. 췌장 몸통과 우측엽의 두께가 약 cm까지 증가되고 변연이 약간 울퉁불퉁하게 관찰되나 복막 지방 밀도는 정상. 복강내 림프절에서는 특이소견 없음. 상담 쿠싱 증후군 진단 만성 신부전 irisstage로 음수 관리 권유 쿠싱에 의해 음수량 증가는 신부전에 도움 쿠싱 치료는 하지 않고 합병증 평가만 하기로 함 보호자 동의 내일 ct 검사 결과 설명 예정 식이 조절 권유 ,"2087, 2233","10,1303", 부 신피질 기능 항진증 · 커싱 증후군,내분비 질환 ,"다뇨/다발(다음),운동실조",다뇨/다발(다음),792,5
Yorkshire Terrier(요크셔 테리어),MN              ,2170,G_부천이지,건강검진후 스켈링 us 비장 혈관 후측으로 echo증가부분 관찰. 무정형 경계없음. 신장 및 방광내 결석의심되는 작은크기 hyperechoic object. 양측 부신 크기 upper margin. serum chem glu 뇨당 음성. tx 마취 프로포폴 cc induce isofluorane 유지 스켈링 발치 앞니 개 money 치주염 상태 심함 내복약 month 구강연고 재고 소진 헥사메딘 처방. ,"2088, 2092",26, 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,구취,구취,227,4
spitz(스피츠),F               ,2170,G_부천이지,s 치석제거 간식 먹으면 구토. 비스켓 연두색 간식 먹으면 구토. 치아 골절 오리도가니 확인됨 좌측 상악치 마지막 번째 치아 골절 확인. 혈액검사 간수치 상승 crp 상승 dimer 상승 영상검사 간에코 상승 간수치 상승 원인불명 tx 이후 간수치 떨어지면 치아골절 치료 및 내시경 예정 e 간수치 원인 파악을 위한 검사 진행 검사결과는 이후 결과 나오면 전해드릴 예정 필요에 따라 간조직검사 필요할 수 있음 오후관리사항 food 식사종류 양 일반사료 식욕상태 없음 급식방법 자율 urine feces etc tx ampicillin time kg iv famotidine time kg iv ,2081,77, 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,골절,골절,332,2
Shih Tzu(시추),FS,2245,B_W,good app. 귀치료 중 month 전부터. 가좌ah이 아니라 다른 ah에 다녔음 귀치료 받기 전부터 pu pd가 있었음. 혈액검사에서 alp의 상승만 특이하고 다른 수치는 정상. iop od os 좌안은 각막과 렌즈의 혼탁으로 안저관찰되지 않음. 우안은 경미한 백내장으로 안저 확인안됨 요검사에서 소수의 구균관찰. 지방구도 다수 관찰됨. 백혈구도 소수 관찰. usg money 초음파상에서 좌측부신 time 우측부신 time 방사선상 간비대가 심함. ggt 검사해야 하는데 기계의 고장으로 검사진행하지 못함. 피부약을 투여하기 때문에 호르몬 검사는 다음주로 미루었음. 고혈압 때문에 오늘은 혈압약 처방. month 후 혈압측정. lddst와 acth자극시험 실시 요배양 결과 확인. 귀 재검. 요검사에서 세균은 관찰되었지만 염증이 심하지 않아서 배양결과 확인 후 항생제 처방. 외이염은 스테로이드의 영향을 최소화하기 위해서 외용제 처방하고 다른 병원에서 처방받은 약은 투여 중지하라고 했음. 다음에 내원시 처방전 받아서 내원. 내원시 혈압과 안압 측정하고 acth 자극시험 검사할 것. lddst는 다음날 또는 다다음날 검사 진행. 쿠싱진단 후 응고계 검사 진행 ,,10, 부 신피질 기능 항진증 · 커싱 증후군,내분비 질환 ,다뇨/다발(다음),다뇨/다발(다음),598,5
Pomeranian(포메라이안),F               ,2020,E_24시아이, 접종 내외부 기록 확인해주세요 무 재채기 기침 콧물있음. month 전에 유기견 보호소에서 데리고 오심 감기기운이 있다고 들었는데 계속 증상 있어서 내원. 밥도 잘 먹고 첫날은 묽은 똥이었는데 이후는 괜찮음 pe 심음양호 wheezle 살짝 cdv civ negative crp ray bronchiectasis bronchitis 기관지염 기관지염 준한 처치 그동안 환경이 좋지 못하여 폐가 좋지 못한편임 예방접종이나 다른 hw 예방은 아직 해준적 없음 month 일 후 리첵 후 접종 항체가검사나 심장사상충 검사는 다시 물어봐야함 ,,6, 기관염 / 기관지염 , 호흡기 질환 ,비강 분비 및 비출혈,비강 분비 및 비출혈,300,9
Pekingese(페키니즈),M               ,2001,E_24시아이, month 전 부터 배가 빵빵함 설사함 구토 잘 모름 설사식으로 조금씩만 나옴 중성화 안 되어 있음 식욕 활기 백신 사상충 복강내 다량의 복수 심장병 및 폐성 고혈압 의심 복수 천자해서 제거함 약 month month 후 recheck . ,폐성고혈압,"11,12,2", 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,"복부확대(팽만),복수,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",복부확대(팽만),135,8
Pomeranian(포메라이안),FS,2001,C_잠실ON,cc cough syncope. hpi history med none vac all booster. trauma surg year 전 유선종양 수술 스켈링도 함. env indoor dogs cats 산책은 자주 하는 편. food 생식을 하는 편. 한달 전부터 기침. 흥분시 기침. 외출에서 돌아왔을 때 기절을 보임. 살 때 데려왔는데 만성적인 호흡곤란이 있었으나 이는 줄었음. mitral prolapse ,,1601, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,실신,실신,229,13
K.C(Korean Cat),MN,2063,B_W,한달 전에 관장을 했었음 그 이후를 사료를 거의 안 먹었었음 나우 그레인 프리 로얄캐닌 인도어 네츄럴 초이스 주인이 다섯번이나 바꼈음 month 령 이전에 비타캣 스틱만 먹고 있음 한달 전 관장 이후 먹지 않음 사료는 전혀 먹지를 않음 한달전부터 year 전부터 변비가 생겼음 그때부터 습식캔으로 바꿔줌 동거묘와 사이가 좋음 다섯살 중성화 여아 반복적으로 변비가 와서 수술도 고려하고 있음 ,2078,"9,4203,21", 변비 (거대 결장 증 포함) , 소화기 질환 ,"배뇨실금,변비,식욕부진, 식욕저하",배뇨실금,218,7
Shih Tzu(시추),MN              ,2001,G_부천이지,기침많이감소되었으나 하기는 함 잠을 많이 자고 밤에 숨을 거칠게 쉴때도 많음 작년에 혈액검사 이후로 실시 안함 간수치 상승 그후로 관리 안함 enarapril furo pimo spirono로 처방 받아왔음 month 초에 sdma nt probnp month 전부터 pu pd 잠을 많이 잠 행동이 느려진것 같다 하심. 이번주 일주일 동안은 syncope 없었음. 이전에는 채혈 해도 기절했었음 static cough reflex mild 귀 현미경 검사 nrf cbc mild anemia chemistry 간수치 상승 복부초음파 담석 ckd tdx tc acvim stage mvi ckd iris stage mild hypertension cholelithiasis tx 바소탑 money mg kg sid 저녁 베트메딘 time kg bid 라식스 time kg bid famotidine time kg bid sildenafil time kg bid 테오필린 time kg bid 코데인 time kg bid 훼로바유time day for time 추후 코데인 제외 필요 간보조제 처방 고려 만성신부전에 대한 관리 필요성 설명드림 오메가 루비날 추가 처방드림 ,,"1601,5", 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,"실신,기침",실신,599,13
,MN,2095,D_VIP, money 선납 by 혜민 데려오신지는 month 집이 서초동과 이쪽에도 있는데 보호자분 여자분 은 서초동에 사시고 제리는 이쪽에 살아서 정확한 상황은 잘 모를수 있다 하심 어제까지만 해도 설사인줄 알았는데 화장실을 들락거리며 박박 긁고 소리지름 아마도 소변인것 같다 하심 예전에 동거묘도 그런적이 있다 함 소화기증상은 아직 없음 촉진시 복부 팽만과 확장된 방광 만져짐 소리지름 ray 확장된 방광 blood test bun cr 로 상승 tx 요도카테터 장착 수액 ce 혈검 복부 초음파검사후 오후 time 사이에 주치의 연락드리고 설명합니다. 최소한 month 입원하고 증세 반복으로 재입원 및 입원기간 길어질수 있습니다. 향후 검사및 입원처치비용은 주치의선생님과 상담합니다. 주간 by 주형 depressed 식욕 urinary 건사료에 기호성 잘먹음 복부초음파 full scan imaging dx ddx cystitis urolithiasis urethral obstruction comment 방광벽의 심한 비후 time 및 방광 내 소량의 결석사 고에코 슬러지 관찰됨 요도 내의 슬러지 결석사 함께 관찰되므로 요도 폐색에 의한 방광의 확장이 있었을 것으로 판단됨 폐색 시 확장된 방광에 의해 방광 주변으로의 요 누출 소량 확인됨 radiologist 이현아 dvm ms a blood pro struvite crystals ph s.g money 배양 pending flutd에 준해 입원 처치. 요배양 의뢰. 익일 혈검 전해질 bcp ,,"11,901", 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"복부확대(팽만),배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",복부확대(팽만),756,8
Shih Tzu(시추),FS,2001,C_잠실ON, 혈액검사상 특이적인 이상 확인되지 않음 영상 검사상 양측 부신의 크기 증가 중증의 이첨판 폐쇄부전 확인됨 lddst 검사 실시하기로 함 익일 time 가까이 내원하시기로 함 ,2245,1601, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,실신,실신,98,13
